status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,12,owner,36,38,married,no_rec,fixed,60,130,5000,0,700,950,74,4,3707
good,18,owner,60,48,married,no_rec,fixed,45,104,5500,25,800,1021,78,4,3708
good,3,priv,18,23,single,no_rec,others,35,206,12000,0,450,1450,31,7,3709
good,10,owner,48,50,married,no_rec,freelance,45,128,11500,0,500,1195,42,8,3710
good,14,owner,60,43,married,no_rec,fixed,60,120,5000,0,1250,1557,80,3,3711
bad,2,parents,36,26,single,no_rec,freelance,35,66,0,0,750,865,87,1,3712
good,7,owner,36,23,married,no_rec,fixed,35,247,5000,400,1500,1785,84,5,3713
good,5,owner,36,38,married,no_rec,freelance,60,63,4000,0,1050,1443,73,0,3714
bad,5,owner,48,39,married,yes_rec,freelance,60,66,10000,0,875,875,100,0,3715
good,27,owner,18,48,married,no_rec,freelance,35,70,5000,0,800,1578,51,1,3716
good,3,rent,36,30,married,yes_rec,freelance,59,140,0,0,1300,2115,61,2,3717
good,2,priv,48,30,married,yes_rec,fixed,45,178,5000,0,1150,1627,71,6,3718
good,10,other,60,48,married,no_rec,fixed,35,203,4000,1500,1520,1636,93,6,3719
good,16,owner,6,41,married,no_rec,fixed,75,87,3000,0,200,625,32,0,3720
good,15,owner,60,39,married,no_rec,freelance,60,555,40000,0,1500,4000,38,20,3721
bad,14,owner,36,33,single,no_rec,freelance,35,115,4000,1500,700,1700,41,3,3722
good,4,parents,60,25,married,no_rec,freelance,35,95,25000,0,1650,1900,87,2,3723
good,3,parents,36,20,single,yes_rec,fixed,35,55,0,0,600,1625,37,1,3724
good,2,parents,36,28,single,no_rec,fixed,35,140,1000,0,1000,1693,59,4,3725
bad,25,priv,60,56,married,yes_rec,freelance,90,85,3500,0,800,975,82,-0,3726
good,6,rent,48,26,single,yes_rec,fixed,65,198,0,0,950,1111,86,7,3727
good,1,priv,60,27,married,no_rec,freelance,35,130,4650,2850,2000,2240,89,2,3728
good,30,owner,12,52,married,no_rec,freelance,45,80,7000,0,1100,2487,44,0,3729
good,10,parents,24,33,single,no_rec,freelance,35,200,70000,12000,1100,1457,75,1,3730
good,4,owner,48,24,married,no_rec,fixed,35,95,2500,0,900,1625,55,3,3731
good,12,owner,36,46,married,no_rec,freelance,45,58,8000,0,500,500,100,1,3732
good,30,owner,54,54,widow,no_rec,freelance,35,224,20000,0,1100,1603,69,9,3733
good,20,owner,60,44,married,no_rec,fixed,60,168,3000,0,1400,1599,88,5,3734
bad,1,rent,60,28,married,no_rec,freelance,53,179,0,0,1825,2275,80,4,3735
bad,2,priv,24,20,single,no_rec,freelance,35,107,54000,0,2000,2600,77,1,3736
good,4,owner,60,23,married,no_rec,fixed,35,160,6500,3700,1500,1661,90,4,3737
good,4,rent,36,60,married,no_rec,fixed,56,111,0,0,500,675,74,4,3738
bad,3,rent,60,26,married,no_rec,fixed,53,80,0,0,950,989,96,2,3739
good,11,owner,60,30,married,yes_rec,fixed,35,110,4000,62,1100,1347,82,4,3740
good,6,parents,60,26,married,no_rec,fixed,60,108,0,0,1200,1250,96,2,3741
good,14,rent,60,41,married,no_rec,fixed,53,181,0,0,1150,2497,46,7,3742
bad,3,parents,48,38,married,no_rec,partime,60,67,0,0,1000,1045,96,0,3743
bad,1,owner,36,36,married,no_rec,fixed,45,25,3000,2000,1100,1332,83,-1,3744
good,20,owner,60,40,divorced,no_rec,freelance,60,150,5500,0,1400,1928,73,4,3745
good,20,rent,60,45,married,no_rec,fixed,92,170,0,0,1000,2415,41,5,3746
bad,0,rent,48,25,married,no_rec,fixed,60,150,0,0,1350,1450,93,3,3747
good,12,rent,48,46,married,yes_rec,fixed,104,294,0,0,1350,1352,100,7,3748
good,9,priv,48,46,married,no_rec,fixed,45,100,37000,0,800,904,88,3,3749
good,0,parents,48,28,single,no_rec,freelance,35,100,0,0,900,1400,64,3,3750
good,2,owner,48,38,married,yes_rec,fixed,75,192,23000,3000,700,970,72,6,3751
good,3,parents,60,24,single,no_rec,fixed,35,100,0,0,1500,2100,71,3,3752
bad,4,rent,48,23,married,no_rec,freelance,52,171,0,0,1150,1450,79,5,3753
good,3,priv,60,24,single,no_rec,fixed,35,245,5000,0,1300,1360,96,10,3754
bad,1,ignore,60,28,married,yes_rec,freelance,45,124,4000,0,1500,1661,90,3,3755
good,11,owner,12,26,married,yes_rec,partime,35,110,4500,2000,300,1248,24,2,3756
bad,1,rent,36,26,single,no_rec,partime,42,70,0,0,590,590,100,2,3757
bad,0,rent,48,23,single,no_rec,partime,42,72,0,0,700,875,80,2,3758
good,1,rent,60,29,married,no_rec,fixed,73,133,0,0,1000,1158,86,4,3759
good,10,parents,36,34,married,yes_rec,freelance,45,54,10000,0,600,882,68,1,3760
good,9,owner,24,30,married,no_rec,fixed,35,250,30000,0,1000,1594,63,5,3761
good,2,owner,60,28,married,no_rec,freelance,35,196,7000,3950,1600,1678,95,5,3762
good,3,parents,60,36,married,yes_rec,fixed,60,92,0,0,1100,1355,81,2,3763
good,10,owner,60,45,married,no_rec,freelance,45,325,12000,1200,1300,1833,71,12,3764
bad,3,priv,36,38,divorced,yes_rec,fixed,35,136,12500,0,3000,4800,62,1,3765
good,10,owner,48,33,married,no_rec,fixed,45,110,5000,0,1000,1160,86,3,3766
bad,2,rent,48,56,single,no_rec,freelance,51,157,11000,4500,1000,2008,50,3,3767
good,4,other,60,25,single,no_rec,fixed,35,162,0,0,1800,2999,60,4,3768
bad,7,parents,60,33,single,no_rec,partime,35,70,0,0,1300,1438,90,2,3769
good,5,parents,48,27,married,yes_rec,freelance,45,175,0,0,1000,1342,75,6,3770
good,16,parents,24,44,single,no_rec,freelance,35,86,0,0,700,950,74,2,3771
good,0,parents,24,26,single,no_rec,partime,35,69,0,0,107,125,86,8,3772
bad,7,owner,60,28,married,yes_rec,fixed,60,148,8000,0,920,1021,90,6,3773
bad,2,other,48,25,married,no_rec,fixed,35,129,0,0,1580,1925,82,3,3774
bad,3,rent,60,44,separated,yes_rec,fixed,60,150,0,0,1650,1772,93,3,3775
good,1,owner,24,38,married,no_rec,fixed,60,102,3500,0,850,1260,67,1,3776
good,7,owner,48,32,married,yes_rec,fixed,45,140,5500,0,550,1250,44,8,3777
bad,2,owner,60,24,single,no_rec,partime,35,120,3000,0,1400,1513,93,4,3778
good,1,parents,60,42,married,no_rec,fixed,60,66,7000,0,950,1589,60,0,3779
good,27,rent,24,50,married,no_rec,fixed,47,115,0,0,500,1636,31,3,3780
good,6,owner,60,31,married,no_rec,fixed,35,84,3000,0,1400,1724,81,2,3781
good,3,owner,60,26,married,no_rec,fixed,45,128,3000,0,1300,1790,73,4,3782
good,9,priv,60,32,married,no_rec,fixed,60,155,12000,5000,1200,1400,86,2,3783
bad,5,parents,24,26,single,no_rec,fixed,35,140,0,0,450,900,50,6,3784
good,3,rent,48,26,married,no_rec,fixed,58,230,0,0,1150,1316,87,7,3785
bad,20,other,60,47,married,yes_rec,fixed,105,105,0,0,750,843,89,0,3786
good,18,priv,60,49,married,no_rec,fixed,60,140,4000,0,1050,1097,96,5,3787
good,19,owner,60,54,widow,yes_rec,fixed,35,207,11000,4000,800,1336,60,10,3788
good,5,rent,36,40,separated,no_rec,fixed,43,75,0,0,400,650,62,3,3789
good,8,owner,60,33,married,no_rec,freelance,45,250,10000,0,2500,3250,77,5,3790
good,2,other,36,35,separated,no_rec,fixed,35,200,0,0,1600,1671,96,4,3791
bad,1,owner,12,56,married,no_rec,others,60,52,3500,0,500,1705,29,-0,3792
good,10,owner,60,26,married,no_rec,fixed,45,135,5000,3700,1600,1767,91,2,3793
good,14,owner,36,34,married,no_rec,fixed,60,143,5000,0,1400,1939,72,2,3794
good,13,parents,48,31,married,no_rec,fixed,35,90,0,0,1000,1395,72,3,3795
good,4,ignore,60,62,married,no_rec,freelance,35,102,8000,0,1200,1405,85,3,3796
good,20,owner,60,46,single,no_rec,fixed,35,250,25000,4000,1450,1566,93,7,3797
good,15,owner,60,49,married,no_rec,fixed,60,162,5000,0,1700,2081,82,4,3798
good,24,owner,60,46,married,no_rec,fixed,60,140,6000,1000,1100,1653,67,4,3799
good,10,owner,36,36,married,no_rec,fixed,35,235,12000,1700,1500,1985,76,4,3800
good,2,parents,36,24,single,no_rec,fixed,35,60,0,0,450,750,60,2,3801
good,21,owner,24,44,married,no_rec,fixed,60,124,4000,0,800,2400,33,2,3802
bad,1,rent,60,24,married,yes_rec,partime,42,70,0,0,1700,1761,97,1,3803
good,11,owner,48,27,married,no_rec,fixed,35,140,4000,0,1500,1641,91,3,3804
good,12,owner,60,27,married,yes_rec,fixed,35,100,3000,0,1300,1359,96,3,3805
good,5,rent,36,51,married,no_rec,fixed,63,184,0,0,635,785,81,7,3806
bad,6,owner,48,26,married,yes_rec,fixed,35,90,5000,0,1390,1594,87,2,3807
good,1,rent,48,37,married,yes_rec,partime,72,116,6000,0,1400,1661,84,2,3808
good,10,owner,60,41,married,no_rec,others,35,57,5000,0,1300,1863,70,1,3809
bad,0,owner,60,27,married,no_rec,partime,75,210,7000,4800,1250,1315,95,4,3810
bad,1,owner,48,20,single,no_rec,fixed,35,53,2000,1600,1100,1100,100,0,3811
good,0,parents,60,24,single,no_rec,partime,35,111,3000,1200,850,1412,60,5,3812
good,10,owner,24,50,married,no_rec,freelance,60,200,19,0,500,1131,44,7,3813
good,10,owner,60,32,married,no_rec,fixed,60,160,4000,1800,1050,1303,81,5,3814
bad,2,owner,60,30,married,yes_rec,freelance,45,98,5000,700,1000,2200,45,3,3815
good,16,owner,60,32,married,no_rec,fixed,60,159,4000,0,1500,1736,86,4,3816
bad,0,rent,60,19,single,no_rec,others,35,14,0,0,900,1158,78,-1,3817
good,10,owner,6,39,married,no_rec,freelance,75,67,8000,0,430,500,86,-0,3818
bad,9,other,60,30,married,yes_rec,fixed,60,109,0,0,1250,1560,80,2,3819
bad,7,other,36,38,married,yes_rec,freelance,35,59,0,0,1000,2246,45,1,3820
good,3,parents,36,28,single,no_rec,fixed,35,74,0,0,350,550,64,4,3821
good,6,owner,48,51,married,no_rec,freelance,45,106,12000,0,1035,1410,73,3,3822
bad,0,parents,48,21,single,no_rec,partime,35,48,0,0,1850,1877,99,0,3823
bad,3,parents,60,23,single,no_rec,fixed,35,62,0,0,1100,1300,85,1,3824
good,1,owner,24,39,married,no_rec,others,35,70,4000,0,525,1771,30,2,3825
bad,3,rent,36,39,married,no_rec,fixed,90,150,0,0,300,700,43,7,3826
good,12,owner,48,39,married,no_rec,freelance,60,95,6000,0,1300,1600,81,1,3827
bad,0,priv,36,31,married,no_rec,partime,35,202,6000,0,1300,1663,78,5,3828
good,2,rent,60,24,married,no_rec,fixed,55,100,4000,0,1750,1900,92,2,3829
bad,2,priv,48,37,married,yes_rec,partime,75,115,2000,0,850,1194,71,2,3830
good,2,parents,60,24,single,no_rec,fixed,35,164,0,0,900,1516,59,9,3831
good,0,parents,24,20,single,no_rec,fixed,35,155,7000,0,1450,1688,86,2,3832
good,4,owner,48,40,married,yes_rec,fixed,60,150,3500,200,800,800,100,5,3833
bad,21,owner,60,63,married,yes_rec,fixed,60,165,3000,0,1250,1424,88,5,3834
bad,14,rent,60,38,married,no_rec,fixed,71,108,0,0,1400,1693,83,2,3835
good,25,owner,60,51,married,no_rec,fixed,35,93,3500,0,900,995,90,4,3836
bad,6,other,60,30,married,no_rec,fixed,60,133,0,0,1300,1388,94,3,3837
good,3,owner,36,37,married,no_rec,fixed,60,55,0,0,1500,2315,65,-0,3838
good,13,owner,36,39,married,no_rec,fixed,35,148,14000,0,300,850,35,14,3839
good,5,parents,24,31,single,no_rec,fixed,35,130,0,0,200,1447,14,11,3840
good,16,other,60,34,married,no_rec,fixed,60,120,6000,0,1350,1487,91,3,3841
good,3,parents,48,20,single,no_rec,freelance,35,124,7000,0,1000,1362,73,4,3842
good,5,other,18,65,married,yes_rec,others,35,99,0,0,375,675,56,3,3843
good,16,rent,48,32,single,yes_rec,fixed,47,120,0,0,800,1224,65,4,3844
good,2,rent,48,29,single,no_rec,fixed,60,250,0,0,1000,1179,85,9,3845
good,0,parents,60,31,married,no_rec,others,75,37,0,0,1500,2084,72,-2,3846
good,23,parents,60,37,single,no_rec,freelance,35,71,4500,0,1950,2336,83,1,3847
good,6,owner,48,55,married,no_rec,freelance,45,74,16000,1500,2000,3753,53,0,3848
bad,0,parents,36,19,single,no_rec,freelance,35,73,0,0,400,495,81,3,3849
bad,1,other,60,21,single,no_rec,partime,45,135,0,0,1100,1480,74,5,3850
bad,3,parents,60,25,married,no_rec,fixed,35,70,0,0,1300,1332,98,2,3851
good,5,owner,36,58,married,yes_rec,others,45,79,7000,0,400,1234,32,3,3852
bad,0,rent,48,20,single,yes_rec,partime,56,105,0,0,1100,1289,85,2,3853
good,9,priv,48,27,married,no_rec,fixed,45,102,5000,360,1300,1537,85,2,3854
good,0,owner,48,29,married,no_rec,others,60,50,11000,0,1000,1480,68,-0,3855
good,8,owner,12,39,married,no_rec,fixed,75,160,1500,0,360,865,42,3,3856
good,24,owner,60,43,single,no_rec,fixed,35,120,3500,0,1320,1680,79,4,3857
good,3,parents,60,23,single,no_rec,fixed,35,107,0,0,800,1111,72,5,3858
good,13,owner,60,27,married,no_rec,fixed,35,253,7000,0,1060,1750,61,12,3859
good,2,rent,60,49,married,no_rec,fixed,51,155,0,0,1500,1550,97,4,3860
good,33,owner,48,61,married,no_rec,fixed,35,130,8000,0,850,1050,81,5,3861
bad,0,owner,36,31,married,yes_rec,partime,45,120,3000,150,700,850,82,4,3862
good,0,rent,60,46,separated,no_rec,fixed,57,124,0,0,940,1149,82,4,3863
good,7,parents,60,25,single,no_rec,fixed,35,75,0,0,1100,1340,82,2,3864
good,20,owner,36,37,married,yes_rec,fixed,60,150,3500,0,450,950,47,7,3865
good,10,rent,36,36,divorced,no_rec,freelance,45,100,0,0,1000,1700,59,2,3866
bad,17,owner,36,60,married,no_rec,fixed,60,78,2500,0,650,800,81,1,3867
good,1,owner,60,28,married,no_rec,fixed,45,60,4000,0,1500,2326,64,1,3868
good,10,owner,60,32,married,no_rec,fixed,45,419,5500,2500,1300,1995,65,16,3869
good,4,rent,60,25,married,no_rec,fixed,56,112,0,0,1250,1399,89,3,3870
bad,3,rent,60,32,married,no_rec,fixed,50,147,0,0,1100,1226,90,5,3871
good,31,owner,12,53,married,yes_rec,fixed,60,165,6000,0,594,1332,45,2,3872
good,3,rent,24,32,married,no_rec,fixed,61,160,0,0,400,450,89,6,3873
good,8,rent,60,46,married,no_rec,freelance,45,147,0,0,1000,1359,74,6,3874
good,0,rent,12,22,single,no_rec,freelance,38,34,0,0,700,1665,42,-0,3875
good,1,rent,60,25,married,no_rec,partime,42,73,0,0,1000,1050,95,2,3876
bad,12,owner,60,37,married,no_rec,fixed,60,98,9000,200,800,1012,79,3,3877
good,2,rent,36,44,married,no_rec,partime,57,123,5000,0,900,975,92,3,3878
good,10,owner,12,36,married,no_rec,freelance,45,14,4000,0,900,1776,51,-0,3879
good,1,owner,60,40,married,yes_rec,fixed,45,100,8500,0,400,1570,25,8,3880
good,0,owner,60,47,married,no_rec,freelance,45,56,6000,0,1345,1345,100,0,3881
good,3,owner,60,32,married,no_rec,fixed,45,90,6000,0,1500,2502,60,2,3882
good,1,owner,60,21,single,yes_rec,fixed,35,294,53000,0,1300,1398,93,12,3883
good,10,owner,36,50,married,no_rec,freelance,75,135,7500,0,1000,1230,81,2,3884
good,19,parents,60,34,single,no_rec,fixed,35,80,0,0,1000,1097,91,3,3885
good,0,parents,18,33,single,no_rec,fixed,35,112,6000,0,450,1196,38,3,3886
good,3,rent,60,29,married,yes_rec,fixed,55,100,0,0,930,1007,92,3,3887
good,4,owner,36,42,single,no_rec,fixed,35,115,12000,0,900,1299,69,3,3888
good,5,owner,60,37,married,no_rec,freelance,60,67,3500,196,1300,1625,80,0,3889
good,2,owner,60,24,married,no_rec,fixed,45,375,5000,0,2200,2433,90,9,3890
good,2,other,60,39,single,no_rec,fixed,35,113,0,0,1250,1499,83,4,3891
good,18,rent,36,41,single,no_rec,freelance,40,53,0,0,750,1077,70,1,3892
good,17,owner,48,55,married,yes_rec,freelance,60,73,15000,0,1900,2205,86,0,3893
bad,5,owner,48,26,single,no_rec,fixed,35,34,10000,5000,1500,2272,66,-2,3894
good,19,owner,60,34,married,no_rec,fixed,60,196,7000,1000,1690,1930,88,4,3895
good,1,rent,48,24,married,no_rec,partime,41,56,0,0,1500,1935,78,0,3896
good,16,owner,48,31,married,no_rec,fixed,45,200,5000,800,1250,1646,76,6,3897
good,1,rent,48,34,married,no_rec,fixed,55,102,0,0,600,1074,56,4,3898
good,15,owner,60,43,married,no_rec,freelance,60,310,7000,0,1200,1297,93,12,3899
good,11,owner,60,33,married,no_rec,fixed,60,106,6000,0,1500,1702,88,2,3900
bad,0,parents,36,22,single,no_rec,partime,35,103,4500,0,1050,1485,71,2,3901
good,0,parents,60,41,single,no_rec,partime,35,131,4500,0,1200,1538,78,5,3902
bad,0,priv,60,43,married,no_rec,partime,45,117,2000,250,1600,1967,81,3,3903
bad,0,rent,60,25,single,yes_rec,partime,47,120,0,0,1200,1460,82,4,3904
bad,0,rent,36,18,single,yes_rec,others,38,33,0,0,300,350,86,-1,3905
bad,0,parents,36,35,single,no_rec,freelance,35,43,0,0,875,950,92,0,3906
good,9,other,60,31,married,no_rec,fixed,60,130,0,0,1500,1700,88,3,3907
good,14,owner,60,40,married,no_rec,fixed,60,110,5000,0,1000,1646,61,3,3908
good,4,parents,36,20,single,no_rec,fixed,35,60,0,0,550,587,94,2,3909
good,5,parents,36,28,married,no_rec,fixed,45,107,0,0,1160,1959,59,2,3910
bad,0,rent,36,22,single,no_rec,partime,42,65,0,0,430,550,78,2,3911
good,4,parents,36,28,married,no_rec,fixed,35,173,0,0,1000,1300,77,5,3912
good,13,owner,60,35,married,no_rec,fixed,60,134,4500,700,1000,1894,53,4,3913
good,8,owner,60,41,married,no_rec,freelance,60,173,8000,0,1200,1570,76,6,3914
bad,1,parents,60,22,single,no_rec,freelance,35,78,3500,0,2275,2300,99,1,3915
good,5,ignore,48,51,divorced,no_rec,fixed,35,95,6000,0,500,645,78,6,3916
good,3,rent,36,21,single,no_rec,fixed,44,89,0,0,400,500,80,4,3917
bad,1,owner,60,40,married,yes_rec,fixed,60,155,2500,0,1650,1650,100,3,3918
bad,3,owner,36,45,married,yes_rec,fixed,60,87,3500,0,650,650,100,1,3919
good,0,parents,48,22,single,no_rec,freelance,45,134,0,0,4000,4500,89,1,3920
bad,1,parents,36,31,married,no_rec,fixed,35,61,4000,0,700,800,88,1,3921
good,3,priv,60,35,married,no_rec,fixed,75,185,3500,1200,700,845,83,8,3922
good,20,owner,12,48,separated,no_rec,freelance,75,300,18000,0,760,1369,56,4,3923
bad,3,owner,36,40,married,yes_rec,freelance,60,68,4500,0,575,775,74,1,3924
good,10,owner,36,37,married,yes_rec,fixed,60,320,15000,1000,1000,2191,46,9,3925
good,1,owner,36,20,single,no_rec,partime,35,139,4000,0,375,425,88,10,3926
good,8,rent,48,36,married,no_rec,fixed,76,159,0,0,830,939,88,5,3927
good,6,other,48,35,married,no_rec,fixed,60,79,15000,0,2000,2504,80,0,3928
good,0,other,36,26,married,no_rec,fixed,45,260,0,0,725,775,94,11,3929
bad,0,rent,60,60,married,no_rec,others,55,100,8000,0,2500,2500,100,1,3930
good,12,owner,60,54,married,yes_rec,fixed,75,231,15000,0,1950,2500,78,5,3931
good,6,rent,60,31,single,no_rec,fixed,43,82,0,0,800,946,85,3,3932
bad,3,parents,60,30,married,yes_rec,fixed,45,120,4000,0,1500,1621,93,3,3933
bad,0,parents,18,19,single,no_rec,fixed,35,91,0,0,650,650,100,2,3934
good,12,rent,36,30,married,no_rec,fixed,65,203,0,0,1500,2700,56,3,3935
good,13,parents,60,34,single,no_rec,fixed,35,96,0,0,750,775,97,5,3936
bad,0,owner,60,39,married,yes_rec,freelance,45,53,10000,0,1500,1699,88,0,3937
good,4,priv,24,44,married,no_rec,freelance,60,170,2900,0,1800,2750,65,1,3938
bad,8,other,36,39,married,no_rec,fixed,35,112,0,0,450,550,82,6,3939
good,8,owner,24,36,married,no_rec,fixed,60,90,6000,1500,900,1715,52,0,3940
good,10,owner,36,52,married,no_rec,freelance,35,225,25000,0,2000,2315,86,3,3941
good,5,owner,60,36,married,yes_rec,fixed,35,205,9000,1500,1050,1168,90,9,3942
bad,5,parents,48,20,single,no_rec,others,45,155,0,0,2500,3542,71,2,3943
bad,2,owner,60,35,single,no_rec,fixed,35,51,4000,0,1400,1628,86,1,3944
good,21,owner,60,40,married,yes_rec,fixed,60,144,6500,0,2000,2230,90,3,3945
bad,3,parents,60,34,single,yes_rec,partime,35,80,0,0,1100,1265,87,2,3946
bad,0,rent,60,38,married,no_rec,freelance,35,76,0,0,1300,1636,79,2,3947
good,14,parents,60,32,married,yes_rec,fixed,35,140,0,0,1150,1273,90,5,3948
good,23,owner,60,50,married,no_rec,fixed,45,90,3000,0,950,1101,86,3,3949
good,3,owner,48,25,married,no_rec,freelance,35,107,4500,1900,1000,1250,80,3,3950
good,4,owner,36,32,married,no_rec,fixed,45,190,13000,2000,800,2400,33,6,3951
good,8,owner,60,34,married,yes_rec,fixed,45,145,5000,0,1100,1110,99,5,3952
good,11,rent,12,29,single,no_rec,fixed,44,93,0,0,700,1667,42,1,3953
good,2,rent,60,40,married,no_rec,fixed,60,145,500,0,1550,1621,96,3,3954
good,3,parents,48,24,single,no_rec,fixed,35,55,3000,0,850,875,97,1,3955
good,3,parents,48,28,married,no_rec,fixed,45,173,0,0,1000,2057,49,6,3956
good,6,rent,60,34,married,no_rec,fixed,86,110,0,0,800,2263,35,2,3957
bad,0,rent,60,38,married,yes_rec,partime,75,159,0,0,1000,1235,81,5,3958
good,20,owner,60,39,married,no_rec,fixed,60,68,13000,0,900,975,92,1,3959
good,0,owner,24,52,married,no_rec,others,45,170,6500,0,500,600,83,6,3960
good,8,owner,60,33,married,no_rec,fixed,45,160,2000,0,1050,2277,46,7,3961
bad,5,owner,48,49,widow,no_rec,others,35,48,4000,0,1100,1438,76,1,3962
good,17,owner,48,46,married,no_rec,fixed,35,128,4000,0,1400,1718,81,3,3963
bad,2,rent,48,44,separated,no_rec,fixed,48,125,5000,800,1600,2500,64,2,3964
good,0,parents,60,22,single,no_rec,partime,35,72,0,0,1100,1131,97,2,3965
good,20,owner,60,44,married,no_rec,fixed,60,115,4000,0,1250,1463,85,3,3966
good,5,rent,60,42,separated,yes_rec,freelance,89,288,15000,0,1800,2148,84,7,3967
good,16,owner,36,40,married,no_rec,fixed,60,160,4000,0,1300,2305,56,3,3968
good,14,owner,60,38,married,no_rec,fixed,60,114,5000,400,1200,2062,58,2,3969
good,1,rent,6,38,married,no_rec,partime,72,118,0,0,125,375,33,2,3970
good,1,parents,48,21,single,no_rec,fixed,35,60,0,0,850,1195,71,1,3971
bad,1,rent,24,24,single,no_rec,partime,49,139,0,0,500,550,91,4,3972
good,12,rent,48,36,married,no_rec,fixed,80,195,0,0,1800,2272,79,3,3973
good,3,parents,48,29,separated,no_rec,fixed,35,108,0,0,900,1263,71,4,3974
bad,2,rent,18,46,married,yes_rec,fixed,74,140,0,0,200,380,53,6,3975
good,18,parents,60,42,divorced,yes_rec,fixed,35,145,0,0,1000,1025,98,7,3976
good,15,owner,36,43,married,yes_rec,fixed,60,105,5000,0,400,1631,25,4,3977
bad,2,parents,60,20,single,no_rec,fixed,35,56,3500,0,1300,1637,79,1,3978
good,14,owner,60,28,married,no_rec,fixed,35,216,4000,0,1750,2270,77,6,3979
bad,0,parents,36,21,single,no_rec,partime,35,130,2000,0,875,1075,81,4,3980
good,3,owner,60,27,married,no_rec,fixed,35,120,4000,1500,1800,2090,86,2,3981
good,1,owner,60,27,married,no_rec,fixed,35,90,2000,0,1150,1470,78,3,3982
bad,6,rent,60,38,married,yes_rec,fixed,55,103,0,0,1100,1303,84,3,3983
bad,0,owner,36,42,married,no_rec,freelance,60,84,5000,0,1350,1850,73,1,3984
good,3,owner,60,33,married,yes_rec,fixed,45,193,10000,1500,1300,1730,75,6,3985
good,6,parents,18,25,married,no_rec,fixed,45,164,0,0,1250,1890,66,2,3986
good,18,rent,60,37,married,no_rec,fixed,70,100,0,0,1300,1345,97,1,3987
good,30,owner,12,56,married,no_rec,freelance,45,60,12000,0,1375,1700,81,0,3988
good,25,priv,12,55,single,no_rec,freelance,35,92,25000,0,150,400,38,5,3989
good,1,owner,60,22,single,no_rec,fixed,35,300,4000,200,1350,1450,93,12,3990
good,18,rent,48,53,married,no_rec,fixed,54,92,0,0,1340,1345,100,1,3991
good,5,owner,36,53,married,yes_rec,others,35,227,8500,0,1550,1985,78,4,3992
bad,5,rent,48,31,married,yes_rec,fixed,60,150,0,0,800,1707,47,5,3993
good,14,owner,60,40,married,no_rec,fixed,45,91,0,0,1100,1565,70,3,3994
bad,0,parents,60,33,married,yes_rec,freelance,60,144,0,0,2000,2235,89,3,3995
good,10,priv,60,48,married,no_rec,fixed,35,161,9000,0,900,1100,82,8,3996
good,39,owner,60,58,married,no_rec,fixed,35,113,3500,0,1380,1623,85,3,3997
good,0,priv,48,41,married,no_rec,fixed,75,146,10000,0,1370,1623,84,2,3998
good,1,parents,36,24,single,no_rec,fixed,35,70,0,0,700,1067,66,2,3999
bad,5,rent,60,37,married,no_rec,fixed,77,318,5000,0,1750,2953,59,8,4000
good,10,owner,60,34,married,no_rec,fixed,45,115,9500,0,1450,1721,84,3,4001
bad,1,rent,60,36,married,yes_rec,partime,84,90,0,0,1100,1184,93,0,4002
good,3,priv,60,27,married,no_rec,fixed,35,215,5000,2800,1500,1682,89,6,4003
good,8,owner,24,30,married,yes_rec,fixed,35,340,1200,0,1000,1893,53,7,4004
bad,1,rent,60,31,divorced,yes_rec,partime,39,42,0,0,1200,1265,95,0,4005
good,0,owner,24,18,single,no_rec,partime,35,104,12000,0,1700,1726,98,1,4006
good,20,priv,60,59,married,no_rec,freelance,35,81,18000,0,1200,1349,89,2,4007
bad,8,rent,48,30,single,no_rec,fixed,46,114,0,0,1650,1659,99,2,4008
good,0,priv,60,42,married,no_rec,partime,35,210,1500,0,1250,1518,82,8,4009
good,3,owner,48,29,married,no_rec,fixed,35,83,4500,1170,700,837,84,2,4010
bad,3,rent,48,39,married,yes_rec,fixed,97,223,0,0,1250,1609,78,5,4011
good,17,other,48,40,married,no_rec,fixed,60,117,6000,960,1200,1893,63,2,4012
bad,14,owner,60,47,widow,yes_rec,fixed,35,100,4000,2000,1475,1475,100,2,4013
bad,11,parents,60,30,married,yes_rec,fixed,45,105,5000,0,1500,2500,60,2,4014
bad,24,other,60,41,married,yes_rec,freelance,75,292,0,0,2200,2428,91,6,4015
good,2,parents,36,25,single,no_rec,fixed,35,110,0,0,500,1200,42,5,4016
good,3,parents,60,23,single,no_rec,freelance,35,42,10000,0,2000,2203,91,0,4017
good,14,owner,60,35,married,no_rec,fixed,35,80,3500,0,1100,1622,68,2,4018
bad,20,owner,60,43,married,yes_rec,fixed,45,120,10000,0,2000,2700,74,2,4019
good,5,rent,24,41,married,no_rec,freelance,44,90,8000,0,600,1218,49,2,4020
good,15,owner,60,50,married,yes_rec,fixed,35,112,4000,0,1150,1400,82,4,4021
good,3,owner,36,26,married,no_rec,fixed,35,136,6000,4500,900,1421,63,2,4022
bad,7,owner,36,38,married,yes_rec,fixed,45,85,3400,1500,450,550,82,2,4023
good,7,owner,60,33,married,no_rec,freelance,60,144,4500,0,1100,1245,88,5,4024
good,9,owner,60,42,married,no_rec,fixed,75,140,7000,0,1000,1423,70,4,4025
good,2,rent,48,22,married,no_rec,fixed,53,183,0,0,1300,1300,100,5,4026
