status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,finrat,savings,id
good,14,rent,48,41,married,no_rec,fixed,56,120,0,0,1035,1542,65,3,9821
good,8,parents,35,25,single,no_rec,fixed,33,62,0,0,494,1801,30,2,9822
bad,1,rent,36,45,married,yes_rec,fixed,57,93,0,0,1472,2056,69,1,9823
bad,0,rent,50,45,married,no_rec,partime,73,122,0,0,884,963,86,2,9824
bad,2,owner,57,33,married,no_rec,partime,60,72,5495,1438,1415,1790,79,0,9825
good,9,owner,12,28,married,yes_rec,freelance,57,95,6645,2191,484,1592,31,0,9826
good,14,rent,57,30,married,no_rec,fixed,57,94,0,0,808,1034,82,3,9827
good,3,owner,49,28,single,no_rec,fixed,37,79,3829,1442,816,1550,55,2,9828
bad,0,owner,63,28,married,no_rec,partime,37,70,5131,2541,1594,1618,97,1,9829
good,0,rent,59,44,married,no_rec,freelance,47,139,5763,0,1581,1742,91,3,9830
bad,3,other,59,30,married,no_rec,freelance,33,124,0,0,1079,1370,82,5,9831
good,22,other,57,43,married,no_rec,fixed,63,163,0,0,1593,2244,73,3,9832
good,4,owner,11,51,married,no_rec,fixed,74,81,2928,0,595,1423,40,0,9833
good,8,owner,61,33,married,no_rec,fixed,44,105,3532,0,1299,1314,103,3,9834
good,16,rent,47,35,married,no_rec,fixed,79,173,0,0,1166,1629,68,4,9835
good,8,owner,36,57,married,no_rec,fixed,36,82,10021,0,996,1518,67,2,9836
bad,1,other,61,33,single,no_rec,partime,33,97,0,0,666,1605,42,5,9837
good,1,owner,50,59,married,no_rec,others,34,31,5885,0,835,896,98,0,9838
good,0,owner,63,64,married,no_rec,others,35,105,5107,0,860,1234,66,5,9839
good,5,owner,38,65,married,no_rec,others,36,172,15349,0,331,867,40,16,9840
good,4,owner,58,33,married,no_rec,fixed,34,82,5578,942,1435,1797,84,2,9841
good,10,parents,46,33,married,no_rec,fixed,35,47,7841,0,1019,1360,70,1,9842
good,0,rent,46,23,single,no_rec,fixed,46,90,0,0,996,1516,68,2,9843
good,1,parents,62,22,single,no_rec,partime,33,43,0,0,410,910,42,2,9844
good,0,owner,34,25,married,no_rec,fixed,45,120,3040,1756,229,388,63,9,9845
good,16,owner,59,41,married,yes_rec,fixed,72,120,4872,2091,384,1335,29,4,9846
bad,4,rent,63,37,married,no_rec,fixed,77,182,3116,1559,1284,1651,79,4,9847
good,33,owner,49,46,married,no_rec,fixed,43,178,3463,280,891,1490,59,7,9848
good,6,parents,61,31,married,no_rec,fixed,57,74,0,0,191,1081,18,4,9849
good,5,owner,37,38,married,no_rec,fixed,61,153,9942,0,1313,1726,80,2,9850
good,15,parents,47,29,single,yes_rec,fixed,35,99,0,0,800,1034,78,4,9851
bad,0,owner,57,59,married,no_rec,others,34,129,12182,0,1173,1158,102,5,9852
bad,1,owner,63,27,married,yes_rec,fixed,47,60,7089,4400,1682,2132,84,-1,9853
good,1,owner,47,21,single,yes_rec,partime,35,125,2862,0,586,1087,52,7,9854
good,19,owner,11,60,widow,yes_rec,fixed,71,153,5917,0,415,1018,41,2,9855
good,3,owner,34,39,married,yes_rec,fixed,43,274,25257,0,932,907,97,9,9856
bad,2,priv,58,38,married,no_rec,partime,58,151,4121,0,1025,1215,78,5,9857
bad,6,owner,35,31,married,yes_rec,freelance,60,149,8049,3131,944,911,96,2,9858
good,7,owner,13,40,married,no_rec,fixed,60,233,5925,0,404,1803,24,5,9859
good,3,owner,61,31,married,no_rec,fixed,37,133,3362,0,1520,2106,78,4,9860
good,12,owner,23,41,married,no_rec,fixed,59,95,14929,0,735,1442,48,1,9861
good,18,rent,13,48,married,no_rec,fixed,61,134,0,0,193,588,31,5,9862
good,1,owner,46,45,married,no_rec,fixed,86,177,14090,0,987,1178,88,4,9863
bad,2,rent,37,27,married,no_rec,partime,41,70,0,0,145,901,16,6,9864
good,2,priv,46,32,married,no_rec,fixed,47,65,3395,861,289,933,32,2,9865
good,2,parents,36,36,married,no_rec,fixed,63,381,9988,0,938,1349,71,15,9866
good,19,owner,23,52,married,no_rec,fixed,37,184,10925,0,478,1069,46,7,9867
good,19,owner,58,42,married,no_rec,fixed,62,104,3956,504,1328,1790,77,2,9868
good,8,priv,63,30,married,no_rec,fixed,36,98,2439,484,914,1362,70,3,9869
good,1,parents,23,22,single,no_rec,partime,44,112,2532,523,484,1096,44,3,9870
good,3,owner,62,30,married,no_rec,fixed,46,132,3414,1677,1061,1183,94,4,9871
bad,2,rent,62,42,married,no_rec,freelance,45,72,0,0,967,991,94,2,9872
good,4,parents,36,38,married,no_rec,fixed,63,96,6234,0,760,1552,52,2,9873
good,5,owner,34,44,widow,no_rec,others,33,135,5972,0,836,850,90,5,9874
bad,17,rent,49,53,separated,yes_rec,freelance,48,165,0,0,967,1251,80,5,9875
good,8,owner,23,49,single,yes_rec,fixed,35,308,49588,1909,300,2214,14,21,9876
bad,8,rent,12,34,married,no_rec,freelance,46,74,0,0,285,405,79,1,9877
good,11,owner,38,49,married,no_rec,fixed,57,214,52,0,1028,1471,66,5,9878
good,6,owner,48,51,married,no_rec,freelance,37,100,3893,0,1313,1659,85,2,9879
good,4,owner,47,42,married,no_rec,fixed,36,110,3332,0,1041,1700,62,4,9880
bad,7,rent,61,36,separated,yes_rec,fixed,43,70,0,0,963,888,105,2,9881
good,6,priv,49,33,married,no_rec,fixed,47,120,3412,1123,719,1245,54,5,9882
bad,7,owner,61,36,married,yes_rec,freelance,59,38,6131,0,1456,1690,90,-1,9883
bad,2,parents,36,19,single,no_rec,partime,36,46,0,0,618,750,78,1,9884
bad,2,owner,62,55,widow,yes_rec,fixed,34,172,7754,0,982,1115,88,9,9885
bad,2,rent,18,26,single,no_rec,partime,43,81,0,0,308,442,79,2,9886
bad,0,rent,61,22,married,no_rec,freelance,35,118,16185,0,957,1003,97,5,9887
bad,5,owner,38,41,married,no_rec,others,78,190,14599,0,1463,2392,60,3,9888
bad,5,other,60,53,married,no_rec,freelance,35,258,0,0,2027,2458,82,6,9889
bad,3,rent,37,32,separated,yes_rec,freelance,43,84,0,0,387,847,45,4,9890
bad,3,owner,59,23,single,yes_rec,freelance,34,177,9011,2931,1466,1518,93,5,9891
good,46,other,47,63,married,no_rec,fixed,43,105,0,0,430,962,49,6,9892
good,0,owner,57,30,married,no_rec,freelance,58,94,5693,706,1275,1358,94,1,9893
good,0,owner,60,34,married,yes_rec,partime,35,164,7985,2099,1391,1794,82,5,9894
good,12,owner,58,36,married,yes_rec,fixed,34,105,18711,1357,1552,1613,94,2,9895
good,2,owner,63,38,married,no_rec,freelance,74,66,24802,0,1714,2224,77,0,9896
bad,2,priv,63,36,married,yes_rec,fixed,61,124,2860,1313,962,1558,64,3,9897
good,16,owner,49,57,married,no_rec,freelance,43,87,14581,0,631,1197,50,3,9898
good,31,owner,48,54,married,yes_rec,fixed,46,79,5718,0,1334,1441,93,1,9899
good,1,rent,35,34,separated,no_rec,fixed,63,191,0,0,880,1208,79,5,9900
good,44,owner,63,57,married,no_rec,fixed,44,226,4923,0,1118,1298,86,10,9901
good,10,priv,46,27,single,no_rec,fixed,36,132,3476,905,1016,1518,63,4,9902
good,5,owner,46,22,married,no_rec,fixed,46,95,3021,0,833,1278,63,3,9903
good,6,owner,63,36,separated,no_rec,freelance,45,88,4879,0,981,1353,79,2,9904
good,14,parents,63,44,married,no_rec,freelance,57,108,0,0,1100,1076,96,2,9905
good,4,rent,47,34,married,no_rec,fixed,56,114,0,0,800,1579,50,3,9906
good,33,rent,61,62,married,no_rec,fixed,52,82,0,0,1094,1231,92,2,9907
good,14,owner,17,46,married,no_rec,fixed,33,141,4200,0,238,296,87,8,9908
good,16,other,59,30,married,no_rec,fixed,46,89,0,0,518,1177,42,5,9909
good,6,priv,63,33,married,no_rec,fixed,44,123,1563,102,1119,1408,76,4,9910
good,10,owner,61,40,married,no_rec,fixed,47,184,6026,1050,1159,1373,88,7,9911
good,12,owner,59,32,married,no_rec,fixed,33,97,3380,0,985,1186,77,4,9912
good,21,parents,58,41,single,no_rec,fixed,33,82,0,0,764,1465,56,3,9913
good,10,owner,37,42,married,no_rec,freelance,75,301,8269,0,1882,2212,84,4,9914
bad,2,other,59,31,married,no_rec,partime,44,152,0,0,1404,1923,74,4,9915
good,9,owner,48,45,married,no_rec,freelance,37,174,43691,1723,3095,3553,79,2,9916
good,0,other,62,21,single,no_rec,partime,33,141,4136,0,1287,1242,93,5,9917
good,9,owner,11,25,single,no_rec,fixed,35,93,3977,0,1000,1841,54,1,9918
bad,2,parents,48,27,separated,no_rec,partime,34,128,0,0,883,1505,58,5,9919
good,0,owner,46,65,married,no_rec,others,36,47,5623,0,1278,1204,101,0,9920
good,2,other,63,25,married,no_rec,freelance,35,30,0,0,917,1183,80,0,9921
good,3,owner,36,50,married,no_rec,freelance,46,65,4100,0,404,804,55,2,9922
good,1,owner,49,29,married,no_rec,fixed,44,119,3870,1783,1114,1127,97,2,9923
good,1,priv,57,31,married,no_rec,fixed,57,147,3943,1246,1222,1414,86,3,9924
good,0,other,61,32,single,no_rec,partime,34,64,0,0,485,1082,46,3,9925
bad,2,rent,58,41,married,yes_rec,partime,81,88,0,0,1720,1852,94,0,9926
good,13,owner,57,43,married,no_rec,fixed,73,85,1900,0,977,1316,79,1,9927
good,14,owner,47,34,married,no_rec,partime,44,171,4179,118,1345,1286,93,4,9928
good,3,owner,58,25,married,no_rec,freelance,58,65,8846,0,1342,2964,43,0,9929
good,15,owner,49,50,married,no_rec,fixed,43,100,2942,0,1013,1075,97,2,9930
good,5,owner,38,65,single,no_rec,others,37,120,9768,0,875,1208,74,3,9931
good,3,rent,29,40,married,no_rec,fixed,55,130,0,0,610,1049,53,4,9932
good,6,owner,59,34,married,yes_rec,fixed,45,102,10082,0,1008,1709,61,3,9933
bad,2,rent,58,31,married,yes_rec,freelance,59,147,0,0,1131,1414,76,5,9934
good,15,owner,59,30,single,no_rec,fixed,36,128,5236,0,859,955,79,7,9935
bad,10,owner,57,47,separated,no_rec,fixed,35,236,6855,0,2460,3653,71,5,9936
good,12,owner,35,38,married,no_rec,fixed,36,148,5228,1112,688,2089,33,5,9937
bad,4,parents,38,26,single,yes_rec,freelance,35,65,3481,0,1362,1431,86,1,9938
good,16,priv,62,31,single,no_rec,fixed,37,170,5014,0,954,2207,43,8,9939
good,15,parents,18,29,married,no_rec,fixed,47,164,0,0,597,2222,28,4,9940
good,2,owner,59,32,married,no_rec,partime,37,156,2611,521,956,1650,55,7,9941
good,9,owner,62,45,married,no_rec,fixed,59,53,9964,0,597,1114,51,0,9942
bad,0,parents,57,25,single,no_rec,fixed,37,51,0,0,1199,1566,78,1,9943
good,49,owner,38,65,married,no_rec,freelance,59,80,24646,0,181,358,52,3,9944
good,14,parents,25,28,married,no_rec,fixed,43,196,0,0,955,1802,55,4,9945
good,3,owner,24,39,married,no_rec,freelance,60,195,10957,0,824,1166,67,4,9946
good,15,owner,35,36,married,yes_rec,fixed,75,118,11190,3779,1223,1533,81,0,9947
bad,30,owner,57,51,married,no_rec,partime,47,176,2569,0,1129,1281,91,7,9948
good,3,owner,60,37,married,yes_rec,freelance,34,59,2396,0,2364,2891,82,1,9949
good,6,owner,46,28,married,no_rec,fixed,43,108,3663,0,679,1271,54,5,9950
good,6,other,35,24,single,no_rec,fixed,34,67,0,0,605,1231,45,2,9951
good,4,parents,58,25,married,no_rec,fixed,36,124,0,0,789,900,85,7,9952
good,8,priv,63,46,married,no_rec,freelance,76,197,36660,0,789,1292,66,9,9953
good,6,parents,61,28,separated,no_rec,fixed,43,168,0,0,724,1672,44,10,9954
good,6,parents,63,25,single,yes_rec,fixed,37,281,0,0,1749,2009,90,8,9955
bad,6,rent,63,44,married,no_rec,fixed,58,142,0,0,1328,1631,85,4,9956
good,17,owner,58,54,married,no_rec,fixed,57,205,7835,0,1082,1377,78,8,9957
good,16,owner,46,28,married,yes_rec,fixed,36,97,8733,1251,501,898,55,5,9958
good,0,owner,24,21,single,no_rec,partime,45,180,2043,1513,310,317,90,10,9959
bad,6,rent,47,38,single,no_rec,fixed,53,204,0,0,1485,1672,89,5,9960
good,24,rent,62,42,married,no_rec,fixed,52,90,22,0,1058,1173,91,2,9961
good,3,owner,24,31,married,no_rec,fixed,43,120,5225,0,793,979,80,2,9962
good,17,owner,59,42,married,no_rec,fixed,43,165,3644,0,1937,2089,94,4,9963
good,0,parents,57,20,single,no_rec,freelance,36,46,0,0,1171,1289,89,0,9964
bad,0,priv,6,22,single,yes_rec,partime,34,109,967,0,262,812,31,2,9965
good,15,owner,24,40,married,yes_rec,partime,43,184,5821,0,670,1821,39,5,9966
good,15,owner,49,52,married,no_rec,freelance,36,60,14834,0,2088,2974,68,1,9967
good,14,rent,50,43,married,no_rec,fixed,88,136,3024,0,1265,1522,84,2,9968
good,2,rent,57,30,married,no_rec,fixed,83,206,0,0,1193,1261,102,6,9969
good,14,owner,38,38,married,no_rec,fixed,57,168,5080,0,1410,1364,104,3,9970
good,4,owner,38,25,married,no_rec,fixed,37,103,6581,3921,492,475,98,2,9971
good,1,priv,62,21,single,no_rec,partime,33,73,4642,4415,973,1552,69,0,9972
bad,4,rent,62,53,widow,no_rec,others,35,22,19680,0,1244,1532,91,-1,9973
good,2,owner,37,38,married,no_rec,fixed,62,86,3361,0,313,1090,29,3,9974
bad,1,rent,35,28,married,yes_rec,fixed,46,125,0,0,961,1059,90,3,9975
good,16,other,37,39,separated,no_rec,fixed,47,112,3852,0,598,1171,52,4,9976
good,4,owner,61,26,single,no_rec,freelance,36,97,25052,0,2146,2229,95,2,9977
bad,3,parents,62,26,single,yes_rec,fixed,37,120,0,0,1502,2153,71,3,9978
good,6,owner,57,35,married,no_rec,fixed,59,129,4376,970,1609,1707,96,2,9979
good,15,parents,46,32,single,yes_rec,fixed,34,68,0,0,818,1202,71,2,9980
good,5,owner,57,43,married,no_rec,fixed,60,269,15446,0,2589,2644,99,5,9981
good,29,owner,62,57,married,no_rec,fixed,62,290,8155,0,1508,1679,92,9,9982
good,37,owner,25,56,married,yes_rec,fixed,72,97,7107,0,308,1364,24,2,9983
good,1,parents,62,25,single,no_rec,fixed,34,54,0,0,1181,1534,75,1,9984
good,16,owner,58,42,married,no_rec,fixed,43,122,3079,0,810,1607,48,5,9985
good,18,rent,62,54,married,no_rec,fixed,68,209,0,0,1401,1431,102,6,9986
good,23,owner,63,57,married,no_rec,fixed,35,104,2860,0,1023,1281,81,4,9987
bad,12,other,59,49,married,no_rec,fixed,73,219,0,0,1326,1597,87,7,9988
good,5,owner,18,28,married,no_rec,fixed,34,134,5622,0,651,1245,50,3,9989
bad,1,parents,50,38,married,no_rec,partime,63,43,0,0,1147,1381,83,-1,9990
good,14,rent,58,40,married,no_rec,fixed,71,149,0,0,1381,1459,93,3,9991
good,0,parents,58,36,married,no_rec,fixed,45,216,7853,2253,783,1835,45,12,9992
good,19,owner,48,57,married,no_rec,freelance,33,141,12490,0,493,1105,43,10,9993
good,7,owner,59,55,married,no_rec,fixed,43,153,6202,2078,1023,1438,66,6,9994
good,5,owner,61,48,married,no_rec,fixed,36,119,2908,0,1192,1590,76,4,9995
bad,4,rent,57,36,single,yes_rec,fixed,77,455,0,0,1434,1614,92,15,9996
good,0,owner,24,28,married,no_rec,partime,59,79,4322,0,417,469,93,1,9997
good,15,owner,62,55,married,no_rec,freelance,43,151,5910,0,1039,1307,77,6,9998
good,2,parents,58,25,single,no_rec,freelance,34,206,6777,2374,1947,2519,77,5,9999
good,1,owner,46,36,married,no_rec,freelance,89,178,11385,0,872,1239,73,4,10000
good,4,priv,57,38,married,no_rec,freelance,79,125,10032,1486,1244,1327,93,2,10001
bad,10,rent,46,51,married,yes_rec,fixed,84,218,0,0,1224,1532,80,5,10002
bad,0,rent,37,32,married,yes_rec,partime,78,155,0,0,439,453,103,6,10003
good,2,parents,47,22,single,no_rec,fixed,34,193,0,0,1035,2157,49,7,10004
good,3,rent,37,22,single,no_rec,fixed,59,245,3113,0,708,1206,58,10,10005
bad,7,rent,58,39,married,no_rec,fixed,108,129,0,0,949,1160,81,2,10006
good,11,owner,59,28,married,no_rec,fixed,44,165,2897,1768,244,1190,21,24,10007
good,0,parents,61,20,single,no_rec,others,34,142,2894,0,1338,1773,76,5,10008
bad,0,owner,60,35,separated,no_rec,partime,34,75,0,0,1036,1216,85,3,10009
good,8,rent,58,59,married,no_rec,fixed,63,264,5243,0,968,1170,89,12,10010
bad,2,parents,23,37,married,no_rec,fixed,47,180,0,0,951,2346,43,3,10011
good,23,owner,38,40,married,no_rec,fixed,59,168,36372,176,1015,1504,66,4,10012
good,29,owner,38,44,married,no_rec,fixed,73,174,6219,0,785,825,98,5,10013
good,15,owner,34,52,married,no_rec,fixed,35,141,6063,0,1089,2069,51,3,10014
good,2,parents,48,24,single,no_rec,fixed,37,94,0,0,904,1782,53,3,10015
good,19,rent,58,56,married,no_rec,fixed,41,72,0,0,825,1325,66,2,10016
bad,0,other,30,20,single,no_rec,partime,37,165,0,0,416,390,101,10,10017
good,10,parents,50,29,single,no_rec,fixed,37,140,5764,0,1515,2247,70,3,10018
good,5,parents,11,31,married,no_rec,freelance,34,149,0,0,300,775,38,4,10019
bad,2,owner,36,30,single,no_rec,freelance,37,174,6354,2236,1728,2836,67,2,10020
good,7,other,23,28,single,no_rec,fixed,37,102,0,0,420,1510,25,4,10021
good,1,parents,60,20,single,no_rec,fixed,37,210,0,0,918,1096,84,10,10022
good,14,other,62,30,married,no_rec,fixed,45,130,0,0,1464,2515,61,3,10023
bad,0,ignore,57,27,married,no_rec,partime,46,144,4993,0,1337,1386,92,5,10024
good,3,owner,61,38,married,no_rec,fixed,75,127,8627,0,1203,1373,88,2,10025
good,14,owner,59,30,married,no_rec,fixed,45,104,4450,0,1126,1230,86,3,10026
good,10,rent,32,51,married,no_rec,fixed,62,150,0,0,1292,1404,94,2,10027
good,4,owner,38,40,married,no_rec,freelance,37,141,3844,0,768,926,83,5,10028
good,0,rent,60,31,married,no_rec,fixed,61,182,0,0,1433,1453,96,5,10029
good,2,owner,36,57,married,no_rec,fixed,33,121,2949,0,835,910,90,4,10030
good,15,owner,46,49,married,no_rec,fixed,43,115,5822,0,767,1017,78,4,10031
good,3,owner,35,47,married,no_rec,freelance,61,111,9846,0,797,1577,51,2,10032
good,33,owner,49,45,married,no_rec,fixed,44,142,8283,0,986,1119,87,5,10033
good,13,owner,48,43,married,yes_rec,fixed,72,72,3845,0,837,1147,74,0,10034
good,14,owner,46,47,married,no_rec,fixed,46,107,3924,0,393,1653,25,7,10035
good,16,owner,11,54,married,no_rec,freelance,45,65,16745,0,675,1726,39,0,10036
bad,7,priv,58,37,married,yes_rec,fixed,61,285,6966,0,1971,2436,81,7,10037
bad,15,rent,61,43,married,no_rec,fixed,57,93,0,0,1379,1499,101,2,10038
good,15,priv,24,53,married,no_rec,fixed,45,95,8687,0,661,1117,60,2,10039
bad,10,rent,62,37,married,no_rec,fixed,82,75,0,0,892,949,89,-1,10040
good,4,owner,47,37,married,no_rec,freelance,58,67,7662,0,981,1570,63,0,10041
good,2,parents,60,25,single,no_rec,fixed,33,104,0,0,1624,1549,96,2,10042
good,3,owner,61,30,married,no_rec,fixed,58,164,4417,0,795,960,86,8,10043
good,1,owner,61,29,single,yes_rec,freelance,36,60,4108,2191,1563,1882,75,0,10044
good,19,owner,49,51,married,no_rec,freelance,35,154,5814,0,1173,1240,92,5,10045
good,21,owner,50,39,married,no_rec,fixed,43,179,1,0,1196,2201,53,5,10046
bad,10,owner,50,37,married,yes_rec,fixed,35,79,4994,1971,582,1136,46,2,10047
good,1,other,23,23,single,no_rec,fixed,35,109,0,0,417,552,73,5,10048
good,9,owner,58,37,married,no_rec,fixed,37,342,7917,0,1228,1347,91,14,10049
bad,0,other,62,31,single,no_rec,fixed,33,73,1,0,1533,1803,91,1,10050
good,10,owner,62,37,married,yes_rec,freelance,57,106,20053,598,975,1154,84,2,10051
good,23,owner,58,44,married,yes_rec,fixed,46,120,5101,0,1318,1729,86,3,10052
good,5,rent,48,47,married,yes_rec,fixed,46,116,0,0,610,1090,56,5,10053
bad,0,owner,57,41,married,yes_rec,partime,37,127,7040,2946,984,943,96,4,10054
bad,3,rent,47,25,married,yes_rec,freelance,36,74,0,0,1356,1304,92,2,10055
good,6,rent,37,24,married,no_rec,fixed,64,184,0,0,619,770,85,6,10056
bad,5,owner,58,38,single,yes_rec,freelance,76,68,41,0,1044,991,93,0,10057
good,7,rent,36,47,married,no_rec,fixed,57,114,0,0,671,708,95,3,10058
bad,1,other,34,24,single,no_rec,partime,34,63,0,0,446,484,91,2,10059
good,5,owner,58,34,married,no_rec,fixed,37,122,3864,0,1990,3568,56,3,10060
bad,27,priv,58,41,separated,yes_rec,fixed,35,204,4764,3084,2497,2627,89,3,10061
good,23,owner,49,48,married,no_rec,fixed,57,114,3014,0,977,1415,65,2,10062
good,21,owner,37,48,married,no_rec,fixed,44,118,9104,0,1155,1802,59,3,10063
good,7,owner,63,37,married,yes_rec,fixed,44,310,10349,3884,2437,2443,104,6,10064
good,1,rent,34,27,single,no_rec,fixed,65,260,0,0,630,791,70,13,10065
good,7,parents,25,40,married,no_rec,fixed,57,197,10017,0,989,3420,28,3,10066
good,7,priv,57,32,married,no_rec,fixed,58,246,3656,1973,1030,2319,43,10,10067
good,5,owner,23,37,married,no_rec,freelance,62,184,4956,0,1243,2740,45,2,10068
good,3,owner,11,24,single,yes_rec,fixed,35,108,5744,0,481,1179,44,2,10069
good,0,owner,12,36,married,no_rec,freelance,45,92,8084,0,1286,1643,86,0,10070
good,17,owner,47,38,married,no_rec,fixed,57,233,20380,3015,713,873,87,9,10071
bad,0,rent,60,33,married,no_rec,partime,55,82,0,0,1299,1861,76,1,10072
good,0,owner,46,65,married,no_rec,others,37,96,5984,2859,962,1443,68,2,10073
bad,3,rent,58,21,married,no_rec,fixed,57,156,0,0,995,1985,49,6,10074
good,6,owner,23,39,married,no_rec,freelance,61,182,17831,0,982,2029,49,3,10075
good,19,owner,59,63,married,no_rec,fixed,47,250,6871,0,954,1519,64,13,10076
good,17,priv,50,34,married,no_rec,fixed,57,85,1907,0,829,1832,41,2,10077
good,0,owner,61,24,single,no_rec,others,37,86,10375,0,1662,1743,93,2,10078
good,5,owner,34,52,married,no_rec,fixed,35,210,11422,5209,1233,1477,85,4,10079
bad,1,owner,38,43,married,yes_rec,freelance,77,60,3827,0,822,828,98,-1,10080
good,1,parents,37,20,single,no_rec,fixed,36,62,0,0,823,972,77,1,10081
bad,5,rent,61,29,married,yes_rec,fixed,69,88,0,0,1189,1214,101,1,10082
bad,14,other,58,47,married,yes_rec,freelance,34,248,8254,0,2189,2878,81,6,10083
good,2,owner,38,23,married,yes_rec,fixed,37,153,3252,406,815,1857,42,5,10084
good,1,rent,35,44,married,no_rec,fixed,57,113,0,0,618,778,76,4,10085
good,19,owner,35,46,married,no_rec,fixed,43,252,2918,0,875,1248,78,8,10086
good,10,rent,17,33,divorced,no_rec,fixed,51,184,0,0,767,2294,38,3,10087
bad,10,rent,23,37,married,yes_rec,fixed,73,129,0,0,270,1743,16,5,10088
bad,0,parents,63,35,single,no_rec,fixed,37,130,0,0,1590,1662,94,4,10089
bad,1,rent,63,21,single,no_rec,fixed,46,114,0,0,1553,1950,77,3,10090
good,2,priv,24,51,married,no_rec,freelance,45,52,10125,0,583,935,67,0,10091
good,12,rent,18,27,married,yes_rec,freelance,63,186,1906,0,723,1171,60,3,10092
good,8,owner,38,29,married,no_rec,fixed,44,105,4797,2049,552,1056,50,3,10093
good,2,owner,37,27,married,no_rec,fixed,47,83,1976,0,543,1544,34,2,10094
good,4,rent,34,40,married,no_rec,fixed,58,100,0,0,361,819,42,4,10095
good,3,owner,25,41,married,no_rec,freelance,78,240,3112,0,674,1549,42,6,10096
good,3,owner,58,40,single,no_rec,fixed,33,262,4880,0,1526,2021,76,9,10097
bad,1,parents,48,18,single,no_rec,partime,43,95,3933,0,594,1460,42,4,10098
good,1,owner,17,36,married,no_rec,others,37,103,4101,0,499,1082,47,3,10099
good,11,owner,35,40,married,no_rec,fixed,59,132,5186,0,726,976,75,4,10100
good,19,owner,60,49,married,no_rec,fixed,43,99,5453,26,812,1014,78,4,10101
good,3,priv,17,22,single,no_rec,others,37,199,11497,0,453,1404,29,7,10102
good,10,owner,49,49,married,no_rec,freelance,43,125,11244,0,490,1164,44,8,10103
good,15,owner,59,41,married,no_rec,fixed,63,118,4985,0,1246,1549,77,3,10104
bad,2,parents,36,25,single,no_rec,freelance,34,65,0,0,734,838,88,1,10105
good,5,owner,36,37,married,no_rec,freelance,58,66,4151,0,1018,1503,73,0,10106
good,27,owner,19,49,married,no_rec,freelance,33,74,4771,0,794,1586,48,1,10107
good,3,rent,36,32,married,yes_rec,freelance,56,134,0,0,1250,2021,59,2,10108
good,2,priv,47,29,married,yes_rec,fixed,47,178,4941,0,1106,1615,75,6,10109
good,10,other,62,48,married,no_rec,fixed,37,200,3892,1429,1485,1606,92,6,10110
good,15,owner,6,41,married,no_rec,fixed,74,91,2990,0,203,625,30,0,10111
good,14,owner,63,39,married,no_rec,freelance,60,537,41037,0,1555,3848,40,21,10112
bad,15,owner,38,32,single,no_rec,freelance,33,109,4188,1464,691,1750,40,3,10113
good,4,parents,59,25,married,no_rec,freelance,36,99,25042,0,1634,1858,85,2,10114
good,3,parents,37,19,single,yes_rec,fixed,33,53,0,0,608,1567,39,1,10115
good,2,parents,35,28,single,no_rec,fixed,34,143,966,0,951,1775,60,4,10116
bad,26,priv,57,57,married,yes_rec,freelance,90,83,3492,0,806,1016,86,0,10117
good,1,priv,60,26,married,no_rec,freelance,33,128,4470,2725,1948,2217,92,2,10118
good,32,owner,13,55,married,no_rec,freelance,43,84,6831,0,1078,2414,45,0,10119
good,10,parents,25,35,single,no_rec,freelance,34,198,67420,11984,1057,1445,72,1,10120
good,32,owner,54,52,widow,no_rec,freelance,37,234,19963,0,1090,1544,67,9,10121
good,4,owner,59,24,married,no_rec,fixed,36,152,6346,3604,1500,1608,86,4,10122
good,4,rent,34,58,married,no_rec,fixed,53,109,0,0,495,650,74,4,10123
good,11,owner,63,30,married,yes_rec,fixed,36,115,4066,59,1125,1334,80,4,10124
good,14,rent,63,43,married,no_rec,fixed,55,189,0,0,1093,2590,48,7,10125
bad,3,parents,47,36,married,no_rec,partime,60,65,0,0,982,1024,95,0,10126
bad,1,owner,37,38,married,no_rec,fixed,45,25,3101,2080,1059,1309,84,-1,10127
good,20,rent,61,44,married,no_rec,fixed,88,171,0,0,972,2531,42,5,10128
bad,0,rent,50,24,married,no_rec,fixed,57,147,0,0,1345,1495,92,3,10129
good,12,rent,49,44,married,yes_rec,fixed,109,295,0,0,1379,1386,102,7,10130
good,0,parents,49,28,single,no_rec,freelance,35,96,0,0,929,1440,67,3,10131
good,3,parents,61,24,single,no_rec,fixed,34,102,0,0,1432,2023,67,3,10132
bad,1,ignore,59,29,married,yes_rec,freelance,45,125,3869,0,1426,1680,90,3,10133
good,12,owner,12,26,married,yes_rec,partime,33,116,4279,1955,312,1287,23,2,10134
bad,1,rent,34,26,single,no_rec,partime,41,70,0,0,600,619,99,2,10135
good,1,rent,62,29,married,no_rec,fixed,72,132,0,0,1014,1100,89,4,10136
good,10,parents,34,36,married,yes_rec,freelance,43,52,10112,0,581,843,70,1,10137
good,9,owner,24,30,married,no_rec,fixed,37,248,28623,0,1011,1673,60,5,10138
good,2,owner,59,29,married,no_rec,freelance,34,194,6920,3944,1563,1660,90,5,10139
good,3,parents,60,35,married,yes_rec,fixed,57,87,0,0,1086,1406,79,2,10140
good,10,owner,62,44,married,no_rec,freelance,45,321,12049,1201,1350,1858,71,11,10141
