title,movie_id,budget,genres,homepage,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline
The Last Samurai,3624,140000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",NA,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1402, ""name"": ""general""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1908, ""name"": ""katana""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 2802, ""name"": ""mountain village""}, {""id"": 2905, ""name"": ""foreign legion""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 3073, ""name"": ""commercial agreement""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 3078, ""name"": ""war strategy""}, {""id"": 3080, ""name"": ""gettysburg""}, {""id"": 4549, ""name"": ""loss of husband""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 33564, ""name"": ""u.s. soldier""}, {""id"": 170007, ""name"": ""japanese army""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 220492, ""name"": ""war trauma""}]",en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",52.341226,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Bedford Falls Company, The"", ""id"": 20634}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",05-12,456758981,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior."
Final Fantasy: The Spirits Within,1983,137000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 3994, ""name"": ""battle assignment""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 12413, ""name"": ""downfall""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Final Fantasy: The Spirits Within,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",26.074908,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Square USA"", ""id"": 4164}, {""name"": ""Chris Lee Productions"", ""id"": 20033}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-07,85131830,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Unleash a new reality
Bad Boys II,3638,130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",NA,"[{""id"": 416, ""name"": ""miami""}, {""id"": 529, ""name"": ""ku klux klan""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1941, ""name"": ""ecstasy""}, {""id"": 7963, ""name"": ""guant\u00e1namo""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12648, ""name"": ""bromance""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 18067, ""name"": ""exploding house""}, {""id"": 155799, ""name"": ""narcotics cop""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 156805, ""name"": ""dea agent""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 179093, ""name"": ""criminal underworld""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226380, ""name"": ""haitian gang""}, {""id"": 226381, ""name"": ""minefield""}]",en,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",38.068736,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-07,273339556,147,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"If you can't stand the heat, get out of Miami."
Dinosaur,4100,127500000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",NA,"[{""id"": 843, ""name"": ""cataclysm""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 10789, ""name"": ""prehistoric egg""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 161186, ""name"": ""nesting grounds""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 181033, ""name"": ""lemur""}, {""id"": 183414, ""name"": ""prehistoric times""}]",en,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,26.548594,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-05,354248063,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You have never seen anything like this.
Pirates of the Caribbean: The Curse of the Black Pearl,1905,140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1318, ""name"": ""blacksmith""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1860, ""name"": ""mutiny""}, {""id"": 3266, ""name"": ""jamaica""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 11086, ""name"": ""wooden eye""}, {""id"": 11087, ""name"": ""gold coin""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 185200, ""name"": ""pirate ship""}, {""id"": 235625, ""name"": ""capuchin monkey""}, {""id"": 235626, ""name"": ""tortuga""}]",en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-07,655011224,143,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare to be blown out of the water.
Clash of the Titans,1709,125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",http://www.clash-of-the-titans.com/,"[{""id"": 2033, ""name"": ""hades""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 2036, ""name"": ""greek mythology""}, {""id"": 8985, ""name"": ""zeus""}, {""id"": 10863, ""name"": ""medusa""}, {""id"": 11624, ""name"": ""mythological beast""}, {""id"": 33696, ""name"": ""sea monster""}, {""id"": 161170, ""name"": ""perseus""}, {""id"": 161171, ""name"": ""kraken""}, {""id"": 161172, ""name"": ""gods""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 162862, ""name"": ""based on greek myth""}, {""id"": 209714, ""name"": ""3d""}]",en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-04,232713139,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Titans will clash.
The Perfect Storm,708,120000000,"[{""id"": 18, ""name"": ""Drama""}]",NA,"[{""id"": 3366, ""name"": ""u.s. air force""}, {""id"": 13046, ""name"": ""grocery""}, {""id"": 168663, ""name"": ""jamaican""}, {""id"": 168669, ""name"": ""meteorologist""}, {""id"": 168672, ""name"": ""rescue boat""}, {""id"": 168673, ""name"": ""marina""}, {""id"": 168676, ""name"": ""city hall""}, {""id"": 168678, ""name"": ""the flemish cap""}, {""id"": 168679, ""name"": ""male camaraderie""}, {""id"": 168683, ""name"": ""storm at sea""}]",en,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",25.752118,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Radiant Productions"", ""id"": 18990}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-03,325756637,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The storm is coming.
Stuart Little 2,252,120000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 2639, ""name"": ""falcon""}, {""id"": 2646, ""name"": ""bird""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 18035, ""name"": ""family""}]",en,Stuart Little 2,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",27.990284,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-07,169956806,78,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Little Goes A Long Way
Speed Racer,3546,120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.speedracerthemovie.warnerbros.com/,"[{""id"": 830, ""name"": ""car race""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 2552, ""name"": ""chimp""}, {""id"": 18035, ""name"": ""family""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",en,Speed Racer,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",17.060695,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Velocity Productions"", ""id"": 12170}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-05,93945766,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Go!
Dante's Peak,3113,116000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",NA,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 2859, ""name"": ""lava""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 3623, ""name"": ""cabin""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 5096, ""name"": ""natural disaster""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 7051, ""name"": ""volcanologist""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 158272, ""name"": ""seismograph""}, {""id"": 163398, ""name"": ""volcanic eruption""}, {""id"": 164658, ""name"": ""rowboat""}, {""id"": 188351, ""name"": ""catastrophe""}, {""id"": 208580, ""name"": ""acid""}, {""id"": 211215, ""name"": ""county fair""}, {""id"": 215861, ""name"": ""abandoned mine""}, {""id"": 220844, ""name"": ""volcanic ash""}]",en,Dante's Peak,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",16.90444,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Pacific Western"", ""id"": 1280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-02,178127760,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The pressure is building...
Fantastic Four,558,120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.fantasticfourmovie.com/,"[{""id"": 3822, ""name"": ""teleportation""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 7939, ""name"": ""portal""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 191564, ""name"": ""body horror""}, {""id"": 205731, ""name"": ""invisible woman""}]",en,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",38.126095,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Constantin Film."", ""id"": 9078}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-08,167977596,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Change is coming.
Around the World in 80 Days,3197,110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",NA,"[{""id"": 90, ""name"": ""paris""}, {""id"": 212, ""name"": ""london england""}, {""id"": 242, ""name"": ""new york""}, {""id"": 385, ""name"": ""jules verne""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1847, ""name"": ""istanbul""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 5973, ""name"": ""journey round the world""}]",en,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",22.643776,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}, {""name"": ""80 Days Productions"", ""id"": 53413}, {""name"": ""Spanknyce Films"", ""id"": 53414}, {""name"": ""Fitzwilliam Productions"", ""id"": 53416}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-06,72178895,120,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Let your imagination soar.
Town & Country,2467,90000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",NA,"[{""id"": 2301, ""name"": ""architect""}, {""id"": 3457, ""name"": ""cellist""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 190816, ""name"": ""anniversary""}]",en,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences.",1.0045790000000001,"[{""name"": ""New Line Cinema"", ""id"": 12}]",[],27-04,10372291,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's no such thing as a small affair.
Planet of the Apes,4056,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",NA,"[{""id"": 690, ""name"": ""gorilla""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1828, ""name"": ""space suit""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2552, ""name"": ""chimp""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 207569, ""name"": ""human subjugation""}]",en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",51.188633,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-07,362211740,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll be sorry you were ever born human
The Hunchback of Notre Dame,1507,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",NA,"[{""id"": 90, ""name"": ""paris""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 934, ""name"": ""judge""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 2422, ""name"": ""mockery""}, {""id"": 2544, ""name"": ""ugliness""}, {""id"": 2638, ""name"": ""cathedral""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 9995, ""name"": ""bell""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158787, ""name"": ""army captain""}, {""id"": 160213, ""name"": ""festival""}, {""id"": 160274, ""name"": ""angry mob""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 213097, ""name"": ""15th century""}]",en,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",46.727941,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-06,100138851,91,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,NA
The Emperor's New Groove,2690,100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",NA,"[{""id"": 1291, ""name"": ""central and south america""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 3998, ""name"": ""palace""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9360, ""name"": ""berater""}, {""id"": 207745, ""name"": ""llama""}]",en,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",51.113717,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-12,169327687,78,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's All About.....ME!
End of Days,3936,100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.end-of-days.com/,"[{""id"": 186, ""name"": ""christianity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 1499, ""name"": ""pastor""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 5545, ""name"": ""satanist""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 8685, ""name"": ""anti-christ""}, {""id"": 8686, ""name"": ""millenium""}, {""id"": 8778, ""name"": ""atheist""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14765, ""name"": ""church""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 181375, ""name"": ""satanic""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 199978, ""name"": ""stigmata""}]",en,End of Days,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",20.652943,"[{""name"": ""Beacon Communications"", ""id"": 919}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-11,211989043,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Prepare for the end.
Hercules,940,100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",NA,"[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 187301, ""name"": ""hercules""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209482, ""name"": ""sagen""}]",en,Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",76.842247,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radical Studios"", ""id"": 19648}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-07,2434e5,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Before he was a legend, he was a man."
