"id","date","text","tag"
20659,2018-04-03,"Анастасия, ой нифига ты транжира какая! Во-первых риттер-спорт за сотку это ДОРОГО! Алёнка тебя уже не цепляет? А бабаевский шоколад? Ишь ты!!! А во-вторых — ты не смотришь на ценники??? Вот ведь какая, ты посмотри на нее!!! И ходишь-то небось по перекресткам всяким и лаймам!!! И прочим азбукамвкуса! Тьфу!","упоминание"
20660,2018-04-03,"Алена, для удобства! чтоб проехать к больнице надо давать круг через все светофоры или через ст. Отдых, а тут раз и свернул с Жуковского и ты у больницы или к магазину ""Азбука Вкуса"" ко мне на район...... Я сегодня там был, там куча машин стоит и ставят как хотят, на газон и т. д., сфоткаю завтра, если там пойду,","упоминание"
20661,2018-04-03,"Дело было вечером, делать было нечего. И устроили тестирование семечек. 52+2 конкурсанта, 4 дегустатора, 1500 рублей, 8 кг семечек, 3 часа и 3 литра воды + месяц неторопливого мониторинга магазинов. Не участвовали делюкс элитные лакшери вип-семки от Мартина по 176 рублей за пачку, ну и цены на некоторые образцы потерялись. Теперь к выводам. Всё довольно предсказуемо, дешманские семки типа Каждый день, Студенческие, Алтайские, Clever(тут мы нащупали дно), Азбука вкуса, 365 и т.д. ужасны. Странно, но ""Красная цена"" сравнительно съедобные. Не","конкуренты"
20662,2018-04-03,"свое дело, смогут взять на заметку описанный в ней решения. В книге вы прочитаете 99 историй о самых ярких и интересных бизнес-прорывах российских и иностранных предпринимателей. Авторитетные авторы этого издания не только рассказали их, но и разделили компании по ключевому фактору их успеха: новая идея, удачная модель, выверенная стратегия иди маркетинговый ход. Вы узнаете о лучших находках, которые привели к успеху такие компании, как GEOX, KFC, KupiVIP, Swatch, Wikimart, Азбука вкуса, Gillette, Linkedln, Subway, Связной, Спортмастер","упоминание"
20663,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20664,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20665,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20666,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20667,2018-04-03,"Бывший лейтенант полиции рассказывает о том, как он разочаровался в системе МВД, государстве и стране Когда телеведущий Владимир Соловьев пожаловался в своем твиттере на то, что в одном из самых дорогих супермаркетов Москвы ""Азбука вкуса"" перестали продавать безлактозные продукты, бывший лейтенант полиции Эльшад Бабаев посоветовал ему отправиться в Крым, включить гимн России и поесть дождевых червей с лопаты. Это лишь небольшой эпизод в длящейся несколько месяцев заочной дуэли Соловьева и Бабаева, которая проходит не только в твиттере, но и в эфире радио ""Вести FM"". 28-летний Эльшад Бабаев успел досадить и другим известным персонажам московской политической сцены: в частности, депутатам Сидякину, Дегтяреву, Пушкову, Араму и Ашоту Габреляновым... Продолжение:https://www.svoboda.org/a/27180706.html","ассортимент"
20668,2018-04-03,"Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk-BanTheBag030418-02 #пор…","конкуренты"
20669,2018-04-03,"Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk-BanTheBag030418-02","конкуренты"
20670,2018-04-03,"Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk-BanTheBag030418-02","конкуренты"
20671,2018-04-03,"Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk-BanTheBag030418-02","конкуренты"
20672,2018-04-03,"Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk-BanTheBag030418-02","конкуренты"
20673,2018-04-03,"Михаил, Азбука Вкуса - это сеть Илитных магазинов. А домашнее вино в Италии в кафе по цене сока часто. И вина за 3 евро бутылка правда хорошие","упоминание"
20674,2018-04-03,"мне по карману исключительно Азбука Вкуса))) это я в нищебродской группе вредные советы раздаю)","упоминание"
20675,2018-04-03,"Ребята, поддержим! ❕ Первое правило экологичного магазина: не раздавать пакеты бесплатно! Доказано, что потребление пакетов значительно снижается, если установить на них хотя бы минимальную цену. Например, сеть магазинов «ВкусВилл, отказавшись от бесплатных пакетов, только за один месяц снизила их количество почти в 2 раза - с 5,5 миллионов штук до 3,4 миллионов. Что равно 10 тоннам пластика! Ашан, Спар, Вкусвилл уже отменили раздачу бесплатных пакетов. Ждём от #АзбукаВкуса таких же действий! ❕ Подпишите требование: https://act.gp/vk","конкуренты"
20676,2018-04-03,"повсюду. И не говорите мне, что кто-то зажрался или сошел с ума. Это вы сошли с ума, если не понимаете, что даже при покупке масла по 200 руб. за 180 гр. или сыра по 1000 руб./кг из ""Азбуки вкуса"", вы тянете лотерейный билет и что трехлетнему ребенку прогорклые трансжиры на хлеб мазать нельзя. Нельзя и точка!","цена"
20677,2018-04-03,"свое дело, смогут взять на заметку описанный в ней решения. В книге вы прочитаете 99 историй о самых ярких и интересных бизнес-прорывах российских и иностранных предпринимателей. Авторитетные авторы этого издания не только рассказали их, но и разделили компании по ключевому фактору их успеха: новая идея, удачная модель, выверенная стратегия иди маркетинговый ход. Вы узнаете о лучших находках, которые привели к успеху такие компании, как GEOX, KFC, KupiVIP, Swatch, Wikimart, Азбука вкуса, Gillette, Linkedln, Subway, Связной, Спортмастер","упоминание"
20678,2018-04-03,"Кристина, мама мужа все подряд замораживает. По поводу толстых детей, вообще Греция в Европе по статистике первое место занимает  http://www.ypaithros.gr/paidiki-paxisarkia-ellada/… в Санкт-Петербурге (и Москве) хорошие зимой можно найти в магазинах Лэнд, Азбука Вкуса и Глобус. Вот где хорошие помидоры за 700 рублей за килограмм и апельсины по 400 😊. А да, ещё фруктовую лавку упомяну. Но таких вкусных апельсинов как в Греции, которые прямо во рту тают, я нигде не ела. Если брать зимний период. Вообще, про продукты это отдельная тема, но мы с мужем основные покупки делаем в Финляндии раз в 2 недели","цена"
20679,2018-04-03,"кто-то зажрался или сошел с ума. Это вы сошли с ума, если не понимаете, что даже при покупке масла по 200 руб. за 180 гр. или сыра по 1000 руб./кг из ""Азбуки вкуса"", вы тянете лотерейный билет и что трехлетнему ребенку прогорклые трансжиры на хлеб мазать нельзя. Нельзя и точка!","цена"
20680,2018-04-03,"Ольга, да, если хорошие продукты использовать, то клиент должен быть тот, который ходит в Азбуку вкуса, а не в пятёрочку. Потому что в деревне и не купят. Дорого!","конкуренты"
20681,2018-04-03,"Сегодня видела в Азбуке вкуса салат с пометкой веганское блюдо и тоже с медом","ассортимент"
20682,2018-04-03,"кто-то зажрался или сошел с ума. Это вы сошли с ума, если не понимаете, что даже при покупке масла по 200 руб. за 180 гр. или сыра по 1000 руб./кг из ""Азбуки вкуса"", вы тянете лотерейный билет и что трехлетнему ребенку прогорклые трансжиры на хлеб мазать нельзя. Нельзя и точка!","цена"
20683,2018-04-03,"Только с 27 марта по 9 апреля в наших магазинах действует приятная цена на кулич «Пасхальный», с изюмом, 350 г — 149 рублей, 150 г – 59.90 рублей. Больше интересных и выгодных предложений вы найдете в новом каталоге на нашем сайте и в магазинах. Приходите за выгодными покупками в «АВ Маркет»!  http://i.av.ru/OpnQ #avmarket #авмаркет #новаярига #одинцово #ступино #жуковский #воскресенск #раменское #дмитров","акции"
20684,2018-04-03,"особых условий клиент получает вознаграждение за выполненное задание. Например, если вы совершили покупку на 1500 рублей пять раз за неделю, то, придя в шестой раз, получите скидку. Когда полезны. Игровой подход эмоционально привязывает человека к конкретному ритейлеру, тем самым выделяя сеть или продавца на фоне конкурентов. Где используются. Элементы игрофикации в своей системе использует торговая сеть«Азбука вкуса». Кэшбэк Суть кэшбэка заключается в том, чтобы вернуть часть потраченных средств покупателю в виде внутренней виртуальной валюты","управление компанией"
20685,2018-04-03,"Людмила, ну если уже готовые трц разрушать и переделывать не будут это круто) В моем районе 2 пятерочки, парочка дикси, Фестиваль, Капитолий, азбука вкуса(хотя пятерочка, дикси и азбука это магазины с продуктами, а не трц), еще два перекрестка) одно здание отдельно, другой отдел в фестивале Тиара)) Кинотеатры и развлекухи есть в фестивале и капитолии)","упоминание"
20686,2018-04-03,"Настоящий Том Ям. Том Ям приготовление. Как приготовить суп Том Ям. Сергей Дорошенко про Тайланд… Настоящий Том Ям. Готовим Том Ям. Как приготовить суп Том Ям. Сергей Дорошенко про Тайланд… _______________________________________________ Страница в ВК: https://vk.com/doroshenkotv Мой ВК: https://vk.com/sergeydoroshenkoofficial И…: https://www.instagram.com/sergdoroshenko/ ;https://www.instagram.com/doroshenko.tv/ Фейсбук: https://www.facebook.com/doroshenkoofficial Группа Фейсбук: https://www.facebook.com/doroshenkotv/ &#… спасибо магазину «Азбука вкуса» за ингредиен","ассортимент"
20687,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20688,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20689,2018-04-03,"кто-то зажрался или сошел с ума. Это вы сошли с ума, если не понимаете, что даже при покупке масла по 200 руб. за 180 гр. или сыра по 1000 руб./кг из ""Азбуки вкуса"", вы тянете лотерейный билет и что трехлетнему ребенку прогорклые трансжиры на хлеб мазать нельзя. Нельзя и точка!","цена"
20690,2018-04-03,"представить формат, можно привести в пример «Азбуку вкуса» и АВ Daily — именно их эксперты называют в качестве конкурентов. В фокусе «Вкусвилла», как отмечают в самой компании, «продукты с честным составом», сделанные и выращенные в России. Долгое время эта сеть магазинов развивалась в пределах Московского региона, придя же в Северную столицу, она не собирается остановиться на одной точке: в планах и другие — как в спальных районах, так и в центре Петербурга. — Комендантский пр. 13/1","конкуренты"
20691,2018-04-03,"Азбука вкуса","упоминание"
20692,2018-04-03,"кто-то зажрался или сошел с ума. Это вы сошли с ума, если не понимаете, что даже при покупке масла по 200 руб. за 180 гр. или сыра по 1000 руб./кг из ""Азбуки вкуса"", вы тянете лотерейный билет и что трехлетнему ребенку прогорклые трансжиры на хлеб мазать нельзя. Нельзя и точка!","цена"
20693,2018-04-03,"Шведские булочки с корицей Национальное достояние Швеции. Это те самые плюшки, которые так любил Карлсон. Напоминаем, что до 31 марта «Азбука Вкуса» бесплатно доставляет продукты к рецептам. Успейте воспользоваться промокодом EDA2018  http://on.eda.ru/fsy2 Шведские булочки с корицей. Видеорецепт Подогреть молоко до 37 градусов, молоко не должно быть горячим, а только теплым. Размешать дрожжи в молоке. Добавить растопленное сливочное масло (100 гр.), соль и 110 грамм сахара.","сервис"
20694,2018-04-03,"Уважаемые родители, бабушки и дедушки, сестренки и братишки учеников нашего большого комплекса #школа1538 приглашаем всех во 2-е здание (за магазином ""Азбука вкуса) на Благотворительную ярмарку! Ярмарка состоится завтра, 4 апреля и будет идти весь учебный день! В течение всех школьных перемен учащиеся 2-го здания смогут приобрести сувениры и поделки ручной работы, вкусности и сладости, домашнюю выпечку, бабушкино вареньице и медок и много ещё всякого-разного! А вот наши гости, могут прийти в любое время! Все вырученные средства будут перечислены в помощь больным детям через благотворительный фонд ""Подари жизнь"". #подарижизнь #даридобро #благотворительнаяярмарка #школавмитино #таланты1538 #активныеродители #московскиешколы #школыстолицы #школавмитино #образование","упоминание"
20695,2018-04-03,"вое дело, смогут взять на заметку описанный в ней решения. В книге вы прочитаете 99 историй о самых ярких и интересных бизнес-прорывах российских и иностранных предпринимателей. Авторитетные авторы этого издания не только рассказали их, но и разделили компании по ключевому фактору их успеха: новая идея, удачная модель, выверенная стратегия иди маркетинговый ход. Вы узнаете о лучших находках, которые привели к успеху такие компании, как GEOX, KFC, KupiVIP, Swatch, Wikimart, Азбука вкуса, Gillette, Linkedln, Subway, Связной, Спортмастер","упоминание"
20696,2018-04-03,"Уважаемые родители, бабушки и дедушки, сестренки и братишки учеников нашего большого комплекса #школа1538 приглашаем всех во 2-е здание (за магазином ""Азбука вкуса) на Благотворительную ярмарку! Ярмарка состоится завтра, 4 апреля и будет идти весь учебный день! В течение всех школьных перемен учащиеся 2-го здания смогут приобрести сувениры и поделки ручной работы, вкусности и сладости, домашнюю выпечку, бабушкино вареньице и медок и много ещё всякого-разного! А вот наши гости, могут прийти в любое время! Все вырученные средства будут перечислены в помощь больным детям через благотворительный фонд ""Подари жизнь"". #подарижизнь #даридобро #благотворительнаяярмарка #школавмитино #таланты1538 #активныеродители #московскиешколы #школыстолицы #школавмитино #образование","упоминание"
20697,2018-04-03,"Ну попросили поставить дальше на 2 шага, неужели тяжело?! если автор поста такая дворянка, которую так покоробила просьба персонала ставить корзину после кассы, то, наверное, надо в Азбуку Вкуса ходить, там за вас все упакуют, а не выгуливать свою дворянское достоинство по разным Пятеркам .","сервис"
20698,2018-04-03,"Закваски Эвиталия стали еще более доступны! Да-да! Теперь закваски для вкусных и полезных кисломолочных продуктов вы можете приобрести не только на сайте apteka.ru, но и в интернет-гипермаркетах Смартори клуб smartory.club и Азбука вкуса https://av.ru/ . Почему это удобно? Просто зайдя в интернет-гипермаркет для покупки необходимых товаров, можно заказать и наши закваски. То есть мы экономим ваше время, теперь не нужно бродить по разным сайтам для заказа нужных товаров. И вместе с обычными покупками вам привезут закваски Эвиталия, которые помогут вам приготовить не только вкусный, но и полезный завтрак, обед и ужин. Так что вперед - за покупками и заквасками! #ваша_эвиталия Сервис заказа лекарств в аптеку – купить лекарства недорого, описания сертифицированных лекарств и и http://apteka.ru","ассортимент"
20699,2018-04-03,"6 - Азбука вкуса (av.ru). Заказывала тут один раз, тк только там была в наличии моя любимая питьевная вода. Попутно заказала рыбку. Дорого! Но зато рыбу почистили - приятный плюс. 7 - Многомарт (mnogomart.ru/) - Интернет-магазин сети «Лэнд» когда-то заманил меня надеждой купить там качественную молочную продукцию. Тогда я еще ее ела. Увы и ах! Своих любимых марок в доставке я не нашла, а ради остальных мириться с минусами неудобной навигации и высоких цен не стала. Продолжение ⬇⬇⬇ Итак, делюсь наводками на продуктовые Интернет-магазины","ассортимент"
20700,2018-04-03,"Kitten, это уже личное дел каждого) хотя на халяву могут туда ездить, если есть мозги и желание заработать, могут в Азбуке Вкуса закупаться, тут конкретно уже от каждого индивидуально зависит, у кого на что ума хватает) P.s. Сколько в НЙ стоит проезд в ОТ на месяц и например мобильная связь + интернет? ","упоминание"
20701,2018-04-03,"свое дело, смогут взять на заметку описанный в ней решения. В книге вы прочитаете 99 историй о самых ярких и интересных бизнес-прорывах российских и иностранных предпринимателей. Авторитетные авторы этого издания не только рассказали их, но и разделили компании по ключевому фактору их успеха: новая идея, удачная модель, выверенная стратегия иди маркетинговый ход. Вы узнаете о лучших находках, которые привели к успеху такие компании, как GEOX, KFC, KupiVIP, Swatch, Wikimart, Азбука вкуса, Gillette, Linkedln, Subway, Связной, Спортмастер","упоминание"
20702,2018-04-03,"что вы думаете по поводу этого человека? 🍴МУКБАНГ! Как похудеть? Моя история! КУШАЕМ ВМЕСТЕ: 🍱Суши Роллы 🍜Карбонара 🍲Мисо Суп 🍰 Десерт Всем привет! Решил разбавить свой контент и другими форматами помимо макияжа. Сегодня это МУКБАНГ! Тема этого видео: Как похудеть быстро, без вреда для здоровья (а даже с пользой) В этом видео я кушаю: СУШИ ШОП http://www.sushishop.ru/ Куриный суп: https://goo.gl/88xdzo Карбонара: https://goo.gl/VoZbip Филадельфия в угре: https://goo.gl/m2tDYq Калифорния: https://goo.gl/z1RHhg ;АЗБУКА ВКУСА https://av.ru/ Пирожное Радуга ванильно-бисквитное: https://av.ru/i/369799/ Торт Азбука Вкуса: https://av.ru/i/369","ассортимент"
20703,2018-04-03,"что вы думаете по поводу этого человека? 🍴МУКБАНГ! Как похудеть? Моя история! КУШАЕМ ВМЕСТЕ: 🍱Суши Роллы 🍜Карбонара 🍲Мисо Суп 🍰 Десерт Всем привет! Решил разбавить свой контент и другими форматами помимо макияжа. Сегодня это МУКБАНГ! Тема этого видео: Как похудеть быстро, без вреда для здоровья (а даже с пользой) В этом видео я кушаю: СУШИ ШОП http://www.sushishop.ru/ Куриный суп: https://goo.gl/88xdzo Карбонара: https://goo.gl/VoZbip Филадельфия в угре: https://goo.gl/m2tDYq Калифорния: https://goo.gl/z1RHhg ;АЗБУКА ВКУСА https://av.ru/ Пирожное Радуга ванильно-бисквитное: https://av.ru/i/369799/ Торт Азбука Вкуса: https://av.ru/i/369","ассортимент"
20704,2018-04-03,"гармонии с природой и планетой Земля. В течение следующих 20 дней экологи призывают продуктовых ритейлеров принять решение о поэтапном отказе от одноразовых пластиковых пакетов и излишней упаковки. Петицию с призывом отказаться от использования пластиковых пакетов в адрес руководства сетей «Ашан», «Магнит», «Лента», «Дикси» и X5 Retail Group («Перекресток», «Карусель», «Пятерочка») уже подписали 82,5 тыс. человек. Ранее экологи уже направили 20 крупнейшим продуктовым ритейлерам, в частности сетям «Магнит», «Вкусвилл», «Азбука вкуса», X5 Retail Group","конкуренты"
20705,2018-04-03,"гармонии с природой и планетой Земля. В течение следующих 20 дней экологи призывают продуктовых ритейлеров принять решение о поэтапном отказе от одноразовых пластиковых пакетов и излишней упаковки. Петицию с призывом отказаться от использования пластиковых пакетов в адрес руководства сетей «Ашан», «Магнит», «Лента», «Дикси» и X5 Retail Group («Перекресток», «Карусель», «Пятерочка») уже подписали 82,5 тыс. человек. Ранее экологи уже направили 20 крупнейшим продуктовым ритейлерам, в частности сетям «Магнит», «Вкусвилл», «Азбука вкуса», X5 Retail Group","конкуренты"
20706,2018-04-03,"Наталья, 🤣 я погуглю, что такое азбука вкуса) Подозреваю,что это супер водка российская? Или какой то напиток? Я к сожалению не в курсе российских СНГшных брендов)","упоминание"
20707,2018-04-03,"год ❗ Помощь с получением мед.книжки❗Сотрудничаем с Мобилмед: медкника за 3 дня❗ Супер-ставка➕перерасчёт ➕Бонусы😎 ⚠Гипермаркет Окей, Колбасный проект 5,6,7 апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Кировоградская Путилково Каширское ш, 14 Пятницкое ш. Алтуфьевское ш. 1-й км Головинское ш, 5, корп. 1 Святоозерская ул, дом № 1а  Азбуки Вкуса, Молочный проект 6,7,8,апреля - чт, пт с 17 00 до 21 00, сб с 13 00 до 17 00 Дмитров Раменское, Михалевича Балтия 23 км, вл. 2 д.1 или новорижское шоссе 5 км от мкад (РИГА МОЛЛ","персонал"
20708,2018-04-03,"Санкт-Петербург! Свежие поставки в магазины, приходите, пока все в наличии:  Азбука вкуса: ✔ м. Петроградская /Спортивная, Большой проспект П.С., д. 58, ТК «Априори» ✔ м. Озерки /пр. Просвещения, Выборгское шоссе, д. 13, ТЦ «Экополис премиум» ✔ м. Чернышевская, Литейный проспект, д. 26 ✔ м. Московские ворота, Московский проспект, д. 111 ✔ м. Приморская, Нахимова, д. 5 Пчеловодство: ✔м. МАЯКОВСКАЯ Литейный пр., 46. Магазин ""Пчеловодство"" Тел.: 273-06-21 Время работы: 11:00-19:00, без выходных ✔ м. КОМЕНДАНТСКИЙ пр. 1. Сизова 28","ассортимент"
20709,2018-04-03,"До 31 марта — бесплатная доставка продуктов от «Азбуки вкуса» по промокоду EDA2018 С прошлого года на нашем сайте работает удобный сервис для Москвы и Московской области — доставка ингредиентов к рецептам с помощью магазина «Азбука вкуса». Все, что нужно — нажать на кнопку под рецептом, а продукты автоматически попадут в корзину магазина.  http://on.eda.ru/fiEN До 31 марта — бесплатная доставка продуктов от «Азбуки вкуса» по промокоду EDA2018 С прошлого года на нашем сайте работает удобный сервис для Москвы и Московской области — доставка ингредиентов к рецептам с помощью магазина «Азбука вкуса». Все, что нужно — нажать на кнопку под рецептом, а продукты автоматически попадут в корзину магазина. http://on.eda.ru/fiEN  ;Азбука вкуса ​Заказ ингредиентов к рецептам с доставкой на дом!  http://on.eda.ru/fiE5","акции"
20710,2018-04-03,"гармонии с природой и планетой Земля. В течение следующих 20 дней экологи призывают продуктовых ритейлеров принять решение о поэтапном отказе от одноразовых пластиковых пакетов и излишней упаковки. Петицию с призывом отказаться от использования пластиковых пакетов в адрес руководства сетей «Ашан», «Магнит», «Лента», «Дикси» и X5 Retail Group («Перекресток», «Карусель», «Пятерочка») уже подписали 82,5 тыс. человек. Ранее экологи уже направили 20 крупнейшим продуктовым ритейлерам, в частности сетям «Магнит», «Вкусвилл», «Азбука вкуса», X5 Retail Group","конкуренты"
20711,2018-04-03,"Еж, ок , выхода нет, все плохо, Ашаны лично против вас устроили заговор. Ходите в Азбуку вкуса и Бахетле, там вам и слова не скажут. А в стокманне на сумасшедших днях на каждой кассе стоят упаковщики, которые все сложат за вас в бесплатные пакеты.","конкуренты"
