"","X1","title","movie_id","rating","genres","popularity","runtime","movie_year","production_companies","production_countries","keywords","cast","director"
"373",373,"Velvet Goldmine",4247,3.6,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",10.932711,119,1998,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Single Cell Pictures"", ""id"": 279}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Goldwyn Films"", ""id"": 720}, {""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Zenith Entertainment"", ""id"": 3644}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 237, ""name"": ""gay""}, {""id"": 1025, ""name"": ""great britain""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 33973, ""name"": ""glam rock""}, {""id"": 154937, ""name"": ""bisexual""}, {""id"": 174262, ""name"": ""music journalism""}, {""id"": 174272, ""name"": ""school uniform""}, {""id"": 174274, ""name"": ""\u00a0begins with text""}, {""id"": 174280, ""name"": ""imaginary band""}, {""id"": 174281, ""name"": ""baby left on doorstep""}, {""id"": 174283, ""name"": ""fictional band""}, {""id"": 174286, ""name"": ""down feather""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208289, ""name"": ""1980s""}]","EwanMcGregor JonathanRhysMeyers","ToddHaynes"
"374",374,"Two Evil Eyes",3048,3,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",8.218383,120,1990,"[]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 977, ""name"": ""cat""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3363, ""name"": ""hypnosis""}, {""id"": 5332, ""name"": ""greed""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 214544, ""name"": ""horror anthology""}]","AdrienneBarbeau HarveyKeitel","DarioArgento GeorgeA.Romero"
"375",375,"Barbarella",3093,2.57894736842105,"[{""id"": 878, ""name"": ""Science Fiction""}]",14.171759,98,1968,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino de Laurentiis Cinematografica"", ""id"": 1216}, {""name"": ""Marianne Productions"", ""id"": 1497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 9835, ""name"": ""sexual fantasy""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 11239, ""name"": ""distant future""}, {""id"": 165580, ""name"": ""cult classic""}, {""id"": 191144, ""name"": ""female mercenary""}]","AnitaPallenberg ClaudeDauphin GiancarloCobelli JaneFonda JohnPhillipLaw MarcelMarceau MiloO'Shea NinoMusco SergeMarquand V\u00e9roniqueVendell","RogerVadim"
"376",376,"Club Dread",4492,2.1,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2.62082,104,2004,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Broken Lizard Industries"", ""id"": 2773}, {""name"": ""Coconut Pete Productions"", ""id"": 52949}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2041, ""name"": ""island""}, {""id"": 3544, ""name"": ""machete""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 217324, ""name"": ""murder hunt""}]","JayChandrasekhar KevinHeffernan","JayChandrasekhar"
"377",377,"28 Days Later",3385,3.23741007194245,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",45.490374,113,2002,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""British Film Council"", ""id"": 10889}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 968, ""name"": ""manchester city""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 188957, ""name"": ""virus""}]","CillianMurphy NaomieHarris","DannyBoyle"
"378",378,"Escape from Alcatraz",3058,3.74468085106383,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",26.356697,111,1979,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Malpaso Company"", ""id"": 15298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5643, ""name"": ""prison warden""}, {""id"": 7118, ""name"": ""escapee convict""}, {""id"": 9772, ""name"": ""pubic hair""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 11587, ""name"": ""dummy""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 186727, ""name"": ""nude fight""}, {""id"": 208992, ""name"": ""1960s""}]","BruceM.Fischer ClintEastwood FrankRonzio FredStuthman FredWard JackThibeau LarryHankin PatrickMcGoohan PaulBenjamin RobertsBlossom","DonSiegel"
"379",379,"Half Baked",3274,3.69333333333333,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",7.894489,82,1998,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 919, ""name"": ""smoking""}, {""id"": 6129, ""name"": ""company""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 187056, ""name"": ""woman director""}]","DaveChappelle GuillermoD\u00edaz","TamraDavis"
"380",380,"American Psycho",4109,3.59615384615385,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",45.310443,102,2000,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Muse Productions"", ""id"": 15231}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 174075, ""name"": ""white collar""}, {""id"": 174076, ""name"": ""harvard business school""}, {""id"": 174085, ""name"": ""child of divorce""}, {""id"": 174089, ""name"": ""unreliable narrator""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 217076, ""name"": ""voice imitation""}]","ChristianBale","MaryHarron"
"381",381,"Shadow of the Vampire",4339,3.07142857142857,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",5.93923,92,2000,"[{""name"": ""Saturn Films"", ""id"": 831}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 2793, ""name"": ""film director""}, {""id"": 3633, ""name"": ""dracula""}, {""id"": 179860, ""name"": ""\u00a0nosferatu""}]","JohnMalkovich WillemDafoe","E.EliasMerhige"
"382",382,"Woman on Top",4352,2.71428571428571,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.535789,92,2000,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 187056, ""name"": ""woman director""}]","Pen\u00e9lopeCruz","FinaTorres"
"383",383,"Swimming Pool",3256,3.16470588235294,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",11.000654,102,2003,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Gimages"", ""id"": 148}, {""name"": ""FOZ"", ""id"": 149}, {""name"": ""Headforce Ltd."", ""id"": 150}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 515, ""name"": ""women""}, {""id"": 548, ""name"": ""countryside""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1649, ""name"": ""provence""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 1731, ""name"": ""writing""}, {""id"": 1732, ""name"": ""innkeeper""}, {""id"": 2200, ""name"": ""generations confilct""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10818, ""name"": ""author""}, {""id"": 14964, ""name"": ""drug""}]","CharlesDance CharlotteRampling LudivineSagnier","Fran\u00e7oisOzon"
"384",384,"The Hole",2338,2.75,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",9.983004,92,2001,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 9866, ""name"": ""basement""}, {""id"": 156168, ""name"": ""hole""}, {""id"": 161552, ""name"": ""little brother""}]","ChrisMassoglia HaleyBennett NathanGamble TeriPolo","JoeDante"
"385",385,"The Omega Code",1573,1.5,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1.288173,100,1999,"[{""name"": ""Code Productions"", ""id"": 4897}]","[]","[{""id"": 3036, ""name"": ""bible""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10867, ""name"": ""biblical code""}, {""id"": 10870, ""name"": ""revelation (book)""}]",NA,"RobertMarcarelli"
"386",386,"The Piano",1367,3.66153846153846,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",17.681707,121,1993,"[{""name"": ""New South Wales Film & Television Office"", ""id"": 418}, {""name"": ""The Australian Film Commission"", ""id"": 5186}, {""name"": ""CiBy 2000"", ""id"": 7832}, {""name"": ""Jan Chapman Productions"", ""id"": 14089}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 456, ""name"": ""mother""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1942, ""name"": ""strangeness""}, {""id"": 2060, ""name"": ""penalty""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2658, ""name"": ""new zealand""}, {""id"": 2659, ""name"": ""maori""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 3590, ""name"": ""piano lessons""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 3595, ""name"": ""deceived husband""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 187056, ""name"": ""woman director""}]","HarveyKeitel HollyHunter SamNeill","JaneCampion"
"387",387,"Logan's Run",818,3.57575757575758,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",12.268143,119,1976,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 157263, ""name"": ""domed city""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 178712, ""name"": ""totalitarianism""}, {""id"": 208085, ""name"": ""population control""}]","FarrahFawcett GaryMorgan JennyAgutter LaraLindsay MichaelAndersonJr. MichaelYork PeterUstinov RandolphRoberts RichardJordan RoscoeLeeBrowne","MichaelAnderson"
"388",388,"Action Jackson",3295,3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",6.872784,96,1988,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Lorimar Motion Pictures"", ""id"": 1887}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 797, ""name"": ""showdown""}, {""id"": 2619, ""name"": ""suspicion of murder""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4906, ""name"": ""suspension""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 157584, ""name"": ""megalomaniac""}, {""id"": 178539, ""name"": ""maverick cop""}, {""id"": 180172, ""name"": ""framed for murder""}, {""id"": 188933, ""name"": ""bar fight""}, {""id"": 204904, ""name"": ""exploding boat""}, {""id"": 219404, ""name"": ""action hero""}]","BillDuke CarlWeathers CraigT.Nelson JackThibeau RobertDavi RogerAaronBrown SharonStone StanFoster ThomasF.Wilson Vanity","CraigR.Baxley"
"389",389,"In Too Deep",1160,3.5,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2.772178,97,1999,"[{""name"": ""Suntaur Entertainment Company"", ""id"": 4380}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[]",NA,"MichaelRymer"
"390",390,"The Last Temptation of Christ",348,3.41935483870968,"[{""id"": 18, ""name"": ""Drama""}]",14.672151,164,1988,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Cineplex-Odeon Films"", ""id"": 5231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]","[{""id"": 186, ""name"": ""christianity""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2974, ""name"": ""jesus christ""}, {""id"": 3035, ""name"": ""roman""}, {""id"": 3571, ""name"": ""crucifixion""}, {""id"": 4115, ""name"": ""longing""}, {""id"": 4690, ""name"": ""moral conflict""}, {""id"": 41511, ""name"": ""cross""}, {""id"": 161216, ""name"": ""blasphemy""}, {""id"": 162706, ""name"": ""temptation""}, {""id"": 162708, ""name"": ""mary magdalene""}]","BarbaraHershey HarveyKeitel WillemDafoe","MartinScorsese"
"391",391,"Rabbit-Proof Fence",443,3.98058252427184,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",2.128211,94,2002,"[{""name"": ""Showtime Australia"", ""id"": 2948}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}, {""name"": ""Rumbalara Films"", ""id"": 57623}, {""name"": ""Olsen Levy"", ""id"": 57624}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]","[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 6267, ""name"": ""approved school ""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10230, ""name"": ""tracker""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 157906, ""name"": ""outback""}, {""id"": 158217, ""name"": ""colonialism""}, {""id"": 193459, ""name"": ""australian aborigine""}, {""id"": 193760, ""name"": ""australian outback""}, {""id"": 209560, ""name"": ""aboriginal""}, {""id"": 209619, ""name"": ""aborigine""}, {""id"": 210108, ""name"": ""perth""}]",NA,NA
"392",392,"The Other Side of Heaven",2370,4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2.206097,113,2001,"[{""name"": ""3Mark Entertainment"", ""id"": 3208}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 5565, ""name"": ""biography""}]","AnneHathaway ChristopherGorham","MitchDavis"
"393",393,"Gerry",4255,2.36363636363636,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",5.038953,103,2002,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Tango Films"", ""id"": 32598}, {""name"": ""My Cactus"", ""id"": 32599}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AR"", ""name"": ""Argentina""}]","[{""id"": 1333, ""name"": ""desperation""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 5930, ""name"": ""getting lost""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 212412, ""name"": ""very little dialogue""}, {""id"": 215020, ""name"": ""tarkovskyesque""}, {""id"": 225061, ""name"": ""friend""}]",NA,"GusVanSant"
"394",394,"The Four Seasons",3026,3.8,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.067702,107,1981,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[]","AlanAlda BeatriceAlda BessArmstrong CarolBurnett ElizabethAlda JackWeston LenCariou RitaMoreno RobertHitt SandyDennis","AlanAlda"
"395",395,"Aberdeen",2317,3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",1.068819,113,2001,"[{""name"": ""Filmfabriken Baltic Sea AB"", ""id"": 4552}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]","[{""id"": 567, ""name"": ""alcohol""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10909, ""name"": ""lawyer""}]","LenaHeadey StellanSkarsg\u00e5rd","HansPetterMoland"
"396",396,"The Return of the Living Dead",4386,3.2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",14.961629,91,1985,"[{""name"": ""Hemdale Film Corporation"", ""id"": 469}, {""name"": ""Fox Films Ltd."", ""id"": 4763}, {""name"": ""Cinema 84"", ""id"": 4764}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2452, ""name"": ""crematorium""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 6129, ""name"": ""company""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41603, ""name"": ""paramedic""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 157234, ""name"": ""cemetary""}, {""id"": 157444, ""name"": ""dismemberment""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 157893, ""name"": ""stairs""}, {""id"": 207492, ""name"": ""night of the living dead""}, {""id"": 207891, ""name"": ""walking dead""}, {""id"": 234040, ""name"": ""louisville""}]","BeverlyRandolph BrianPeck CluGulager DonCalfa JamesKaren JewelShepard JohnPhilbin LinneaQuigley MiguelA.N\u00fa\u00f1ezJr. ThomMathews","DanO'Bannon"
"397",397,"Ordinary People",4479,3.63934426229508,"[{""id"": 18, ""name"": ""Drama""}]",12.541983,124,1980,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Wildwood Enterprises"", ""id"": 316}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 172291, ""name"": ""grieving""}]","DonaldSutherland MaryTylerMoore","RobertRedford"
"398",398,"The Brothers",4144,3.66666666666667,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.029944,106,2001,"[]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187901, ""name"": ""track and field""}, {""id"": 187903, ""name"": ""gangster rap""}]","MorrisChestnut ShemarMoore","GaryHardwick"
"399",399,"A Mighty Wind",4080,3.34375,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",4.053017,91,2003,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 11800, ""name"": ""mockumentary""}, {""id"": 33534, ""name"": ""folk singer""}]","ChristopherGuest EugeneLevy HarryShearer MichaelMcKean","ChristopherGuest"
"400",400,"Halloween 5: The Revenge of Michael Myers",401,3.66666666666667,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",8.008844,96,1989,"[{""name"": ""Trans Pacific Films"", ""id"": 4351}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 798, ""name"": ""sheriff""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 9215, ""name"": ""black""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10059, ""name"": ""boogeyman""}, {""id"": 11040, ""name"": ""masked killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 156143, ""name"": ""kitten""}, {""id"": 156392, ""name"": ""scythe""}, {""id"": 156525, ""name"": ""heroine""}, {""id"": 162538, ""name"": ""pitchfork""}, {""id"": 164218, ""name"": ""psychotronic""}, {""id"": 179565, ""name"": ""michael myers""}]","DonaldPleasence","DominiqueOtheninGirard"
"401",401,"200 Cigarettes",3571,2.77777777777778,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.561198,101,1999,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 199856, ""name"": ""lower east side""}]","AngelaFeatherstone BenAffleck CaseyAffleck DaveChappelle GabyHoffmann GuillermoD\u00edaz JaneaneGarofalo KateHudson","RisaBramonGarcia"
"402",402,"Morvern Callar",4237,2.66666666666667,"[{""id"": 18, ""name"": ""Drama""}]",2.507912,97,2002,"[{""name"": ""Company Pictures"", ""id"": 11842}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]","[{""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]","KathleenMcDermott LindaMcGuire SamanthaMorton","LynneRamsay"
"403",403,"11:14",732,2.71428571428571,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15.048067,86,2005,"[{""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Media 8 Entertainment"", ""id"": 2226}, {""name"": ""MDP Worldwide"", ""id"": 10828}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 2016, ""name"": ""vandalism""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8233, ""name"": ""cops""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14541, ""name"": ""crash""}, {""id"": 200460, ""name"": ""connected""}]","BarbaraHershey BenFoster BlakeHeron ClarkGregg ColinHanks HenryThomas HilarySwank PatrickSwayze RachaelLeighCook ShawnHatosy StarkSands","GregMarcks"
