X1,X2,X3,X4,X5,X6
19981111,19981112,"Dayton and Cincinnati (Between), OH",fireball,Approx. 15 minutes,"Fireball in the sky.  Looked comet-like.  Then &quot;stopped&quot; because the &quot;tail&quot; of the comet-like object disappeard.  Silver/gray and disc-shaped, but rounded at top and sides.It was very sunny yesterday.  We had been up in Ohio visiting friends.  We were travelling down I-75 South when I looked up and saw what looked like a comet in the sky.  I pointed it out to my friend and she saw it clearly also.  She couldn&apos;t really study it like me since she was driving.  We both knew it definitely wasn&apos;t a plane.  Then the &quot;tail&quot; of the object disappeared and it looked like this thing came to a stop.  It was a little far away. . .not right over us.  It was silvery/gray in color.  It was disc-shaped, but rounded on the sides and top.  It moved horizontally very quickly, then moved away from our direction.  It moved fast, but not so fast it looked like it vanished.  We watched it until it was out of our vision."
19981110,19981117,"DuBois, PA",fireball,7-8 Seconds,Bright Blue/Green fireball trailing a golden colored sparkling tail crossed from east to westThe sky was very clear stars and aircraft were visible in the sky. The object appeared in the eastern sky crossed over my location to the west and dissapeared from sight before dropping below the horizon it was very bright bluish green in color and had a sparkely golden colored trailer behind it almost looked like a skyrocket but traveled too far and too fast to be that. also made no noise that i could hear
19970802,19980730,"Middletown, CT",disk,30 seconds,"I got out of bed at 4:00 am to use the bathroom.As i returned i looke out the window up at the stars.I noticed a star moving very slow,but it didnt seem as high as the others.As it came closer i new it could not be a star.I watch it pass over my house,it had no sound to it,and the object was very brite.Then from under the craft there was a very brite flash ,now i could see inside the bottom of the craft . The flash seemed to ignite the propulsion system .It looked like a round furnace . the collors were orange and yellow. The craft then flew away at a incredible speed . it was gone in a instant."
19981026,19981029,"Seattle, WA",fireball,2-3 SECONDS,"FIREBALL CAME STRAIGHT DOWN FROM THE SKY, IT HAD A TAIL GOING STRAIGHT UP LASTED 2 TO 3 SECONDS AND DISAPPEARED.I WAS DRIVING NORTH ON HWY 99 BETWEEN DOWNTOWN AND THE AURORA BRIDGE CLOSER TO THE BRIDGE AND OBSERVED A BRIGHT OBJECT WAS STRAIGHT AND TO MY LEFT AT ABOUT IN THE 10 O&apos;CLOCK POSITION! THE EXACT COLOR I&apos;M NOT SURE BECAUSE IT WAS IN THE TINTED PART OF MY WINDSHIELD. IT CAME STRAIGHT DOWN IT HAD A TAIL IT LASTED 2-3 SECONDS AND TOTALLY DISAPPEARED. I LOOKED AT THE CLOCK IN MY CAR AND SAW 18:15. NO BACKGROUD WAS OBSERVED THE SUN HAD SET IT WAS DARK."
19981001,19981012,"Ipava, IL",triangle,15 min,"An object which resmbled car headlights in the sky was spotted to SW.  A discernable craft flew directly overhead and proceeded to disappear over the horizon at low altitude. There was no sound and viewing conditions were optimal.We were moving harvesting equipment from a remote field back to the farm. While driving  I had observed 2 orange fireballs in the southern and 2 in the western quarter of the sky. A cold front had passed through earlier and viewing conditions were optimal.  The fireballs were distinctly orange, had a definate round shape, did not move, were all of the same appearent size, and faded quickly after about four seconds.  There was no pattern to their appearence; 2 were seen at the same time to the west. I could see only a small area of the sky while driving but saw these while driving for only 15 minutes. The fireballs were approximately the size of the full moon, about half a degree of arc.  After arriving at the farm on the prairie at 9:15 PM I asked the other drivers if they had seen the fireballs but no-one had.  We scanned the sky and noticed a very bright light to the SW low to the horizon. It was a point source but did not appear to be moving.  I determined that it was not a planet because it was south of the plane of the ecliptic.  We observed it for a while until  we realized it was gaining altitude.  It soon resembled car headlights about 2 miles away and was at about 15&deg; elevation.  At this point it became evident that it was an aobject moving directly at us and maintaining altitude.  I remembered I had my Pentax with a 205mm lens in my truck a started taking pictures.  The object flew almost directly over our heads.  It had 3 bright white lights that were visible from all angles. There was a white light on each side with the center light  slightly ahead of the other two. There was also a cluster of green lights in the center of the object with one or two red ones intermixed.  These lights were very faint and did not blink.  There was no sound whatsover. As it continued to the NE the white lights were still dominate but there was also faint reddish lights visible from behind.  We eventually became bored with the event an left the property about 9:30PM with the object still visible above the horizon.  We were treated to 2 more orange fireballs in the west as we left.  My cousin says he returned to the field at 10PM and saw the object again.  I recall an incident in April of this year just a few miles to the north of this sighting that I saw the same lights (the rear aspect) at about 10PM along the same flightpath as abseved on 10/1.  I had lost sight of them as they moved behind a neighborhood house. I am a 40 yr old geophysicist and my cousin is a 43 yr old farmer.  his 12 yr old son and my 16 yr old nephew were the other witnesses. My nephew reported that someone at school claimed to have seen an object in a field near Vermont, IL that night.  That would have been about 5 miles to the SW of us and consistent with our sighting. and saw the object again. The film was ASA 200 and did not turn out."
19980429,19980929,"Republic (northwest), WA",fireball,seconds,a very large sphere of bright light fell through the clouds straight to the ground.   no visible tail. no sound.approximately 7:15 pm September 29th 1998 three workers at a saw mill in republic were standing outside a shop building.  one of the three first noticed the light.  The other two turned to look and witnessed a very large very bright ball of light fall through the clouds straight to the ground. The witnesses were north of republic approximately 5 miles. It was just after sunset and getting dark.  There were wispy clouds.
19960804,19980719,"Knoxville, IL",oval,3-5 min,"Taking pictures of hayfields to paint.Object was not seen until film was developed.On august 4, 1996 between 7-7:30am on a bright sunshiny day with a slight moring haze. I went out to the south of my home to take some snapshots of landscape material for future paintings. I had taken several shots at different locations before I arrived at this location. Approximately 5 miles south of Knoxville Illinois. I parked at a T intersection where I saw some large haybales and thought this would make for a good shot. I took EXP.#18 looking south. I then turned and took a shot to the west. Then I turned and walked to the intersection and took a shot to the north then I turned and walked a little way to the south and took EXP.#21. I did not know the object in these two exposures were there till I had the film developed. My concentration was mainly on the ground. The object in EXP#18 is approximately 1/3 of a mile away. The object in EXP#21 had moved off to the south east away from me. The time span between EXP#18 and EXP#21 was approximately 3 to 5 minutes. I am a graphic artist for the Maytag Corporation and have been employed there for 40 years. I paint landscapes for a hobby. I&apos;m married with two grown children. I am sending you 2 images that I have blown up copies of. They will be sent via email from ((E-mail address deleted))t. Thank you for your time."
19980621,19980623,"Saskatoon (Canada), SA",other,&lt;2 seconds,"Wing-shaped or boomerang-shaped craft at high altitude directly overhead.While sitting on the patio with friends, shortly after sunset I looked directly overhead to view the sun shining on the high, wispy clouds. At the same moment, I saw what at first appeared to be a fast-moving jet moving from NNW to SSE. Because of my location, I could only view about as much of the sky as the equivalent of twice the width of my hand held at arm&apos;s length. The object crossed this section of the sky in less than two seconds (possibly as quickly as one second), only long enough for me to barely open my mouth to draw attention to the others sitting with me, but not long enough for me to utter a word. What surprised me about the object was that it was very dark compared to other jets in the air that evening (dark grey) and the way the &quot;wings&quot; met at a right angle, giving the appearance of a carpenter&apos;s square flying through the air. There was no fuselage visible. I thought it might be a very large, very fast jet flying at very high altitude or a smaller, slower jet at lower altitude. I observed other jets crossing the sky within the following quarter-hour and, even though some were quite some distance away (i.e. viewed at 45% from the horizon or less), I could clearly make out their fuselages in all cases, they were much lighter in colour than what I had observed earlier, their wings did not have the distinctive right-angled proportions or even width from fuselage to tip, and they travelled at much slower apparent speeds. There was no sound from the object (not necessarily surprising if it were in fact a very high aircraft), although I could hear most of the other aircraft I observed that night, even the high, distant ones. Anyway, it made me curious, and I&apos;ve been closely watching a lot of aircraft for the past few days and nothing I&apos;ve seen in the air even closely resembles what flew over on Sunday night. The object&apos;s flight path struck me as rather strange, as most commercial aircraft fly either more-or-less on east-west lines in this part of the country or northeast to southwest if they&apos;re overseas flights. I&apos;ve never seen anything flying on so nearly a north-south axis (although this might be a good route for commercial flights from Russia or military craft returning from the far north)."
19950622,19980922,"Salem, OH",rectangle,5min,A friend of mine and I where in the woods camping and we kept seeing this bright light that would come on and go off so we went out of the tent and looked around and nothing so we sat outside the tent to see if it would happen again. So about ten minutes later a bright light shines down on us so we looked up at the source and here is an aircraft about 50 feet above us that is maybe about the size of a football field and a half and it looked like it was made out of metal rods and had about three different inclosers and the spot light on the bottom so it stayed there for about five minutes stupid us didn&apos;t have a camamera or anything to take a picture and then it took off at a high rate of speed. What was weird about it was there were no noise from the thing and it wasn&apos;t a blimp either I am sure of that.I do live in Arizona  now that was 3yrs ago
19980928,19980929,"Fair Lawn, NJ",triangle,Seconds,"1 large triangular Craft flew through the sky followed by A small light sphere.On September 28th 1998 a large triangular craft flew from the west part of the sky and turned flying to the north. The craft was surrounded by 6 dim sphere shaped lights on it&apos;s edges. It was followed by a small spherical, dim light that lingered behind. The craft flew from the east part of the sky and turned flying to the north. Unfortunetly it headed behind trees and wasn&apos;t see again. There was no noise heard and the it moved quickly and easily."
19970702,19981115,"Calistoga (Knights Valley), CA",triangle,15 mn,"A Large triangular aircraft passed silently overhead. It had 4 lights in front, a bright light underneath, a wavelike column of yellow-orange light in back.Last year, on July 2nd, on the 50th Roswell anniversary, I was at my pond with a friend. We saw a very bright light, which looked brighter than Venus, in the Northwestern sky. It was 21:30. It was very high in the sky, and looked like a very bright star. We observed it as it got closer. By 21:40, the sky was dark, the aircraft was very close to us. By that time, we could see 4 lights, two on each side of an inverted, very broad V. The lights looked like the headlights of two cars flying sideways. We could see the air move around the lights, like you can see the air move over a hot road in the summer. The aircraft came down right over us, it was barely over the fir trees around my pond, maybe 100 feet directly above us. There was absolutely no noise, except for a barely audible hum which seemed to encompass everything. There was no noticeable air movement. The aircraft was going very slowly, maybe 20 or 30 mph. At that point, we could see its underside: it was rectangular in shape, light colored, and the very bright light we had seen earlier was right underneath the middle, lighting itself more than the ground. We could see two wings, the tips of which barely went beyond the rectangular underside. The whole aircraft was very large, at least as large as a large commercial airplane. As it started going beyond us, we could see from its outline against the sky that it was triangular in shape, probably dark in color. The back of the aircraft had a vertical column of yellow-orange light. The light moved up and down the column in a seamless wavelike pattern. The pattern was not regular, and when I told my friend that it looked more like a language of some sort than a simple aircraft lighting system, at that very instant, the pattern changed completely. After that, the aircraft started going back up and disappeared behind a hill. I tried to report this sighting to one local newspaper and one TV station the next day. I wanted to find out if anyone else had seen it. I got some chuckles and I did not insist. This year, on July 2nd also, I invited my friend for a sky-watch evening. She could not make it, but 2 other friends came. The sky was perfectly clear. Around 21:30, we saw a very bright light in the South sky, just as I was describing my experience of the previous year. One friend pointed to that light and asked: &quot;You mean to tell me this is a UFO?&quot; Within 2 seconds, the light was gone. It just faded away. My friends went home. Later that night, at 23:00, I went to pick up my daughter from town. On the way back, I saw the same bright light, closer than before, I showed it to my 14 year old daughter, and it was gone before she had a chance to see it. Around midnight, I went outside and saw the same bright light close-by in the Northwest sky. As soon as I concentrated my attention on it, it disappeared. 10 mn later, I looked out my bedroom window and saw the light again in the Western sky. I went to get my binoculars, pointed them at the light, it disappeared. I went to sleep. I am a 49 year old female, and I grow grapes and aromatic plants. I also teach plant propagation. My female friend who saw the large aircraft with me is an herbalist, as are the 2 other friends who saw the lights with me. Neither of us believed or disbelieved the presence of UFOs before."
19980919,19980928,"Seattle, WA",disk,15 min,"Disk hovered over highwayWe were driving on a street near I-5 when we saw flashes in the sky. We looked up and saw that they were car headlights reflecting off the surface of a craft that couldn&apos;t have been more than 50 feet over the highway. It had 6 or 7 points of white light around the outside, and very bright red and yellow ones in the center. Occasionally jerked back and forth from one side of the highway to the other. After about 15 minutes it headed west very slowly, remaining at the same altitude."
19980914,19980914,"Okanogan, WA",NA,3 minutes,"dog barks,objects come within 1000 ft inflate like balloons and change from red w&#x5C; green mist to blue w&#x5C; white mist then deflate and takeoff"
19980922,19980927,"Ladson, SC",sphere,0.5 Seconds,"At approx. 23:55 EST 09/22/98 what is best described as a small orb or disc passed at high rate of speed directly above witness and was travelling from NE to SW.At approximately 23:55 EST on 09/22/98 I was standing in my driveway  in Ladson, SC. and was looking to the night sky directly overhead.  I was facing towards the Northwest and suddenly something streaked across the sky directly above my position.  It was heading in a Northeast to Southwest direction.  The sighting was very brief, maybe a half second, as the object moved very quickly.  At first I did not think much of what I had seen.  After further consideration of the event, I began to realize that I could not figure out what it could possibly have been with any certainty. When I had originally sighted the object, my first thought was that it must have been a shooting star.  I then rejected this idea as it did not &apos;burn and spark&apos; as other shooting stars that I had seen in the past.  The object had been, in fact, rather dull in appearance.  It had no luminescence to speak of and my best guess is that it was only illuminated by ambient light from the ground.  There are streetlights and other less intense light sources in the immediate area.  The night was clear and visibility in the sky was quite good.  The moon, if I remember correctly, was low on the horizon and not full.  I do remember that whatever the moons&apos; aspect, its light did not interfere. I had been rather pleased by the clarity of the stars and this is why I had been looking skyward in the first place.  Dirtectly behind me was a streetlight that was approx. 120 feet away and I had faced away from it in order to see better. The best way to describe what I had seen is to say that it appeared to be a small orb or disc that was a dull, metallic color.  It had no external sources of light and did not emit any noticeable sound.  There was no trail or glow to the object.  As I had indicated previously, it appeared that ambient light was reflected from the object.  It looked rather dim/dull and was only visible for a brief instant.  This leads me to believe that it was travelling very low to the ground.  I had considered that it may have been a bird or bat.  I dismissed that notion also as its velocity was far greater than any bird or bat I had ever seen.  I also briefly thought that it may have been a airplane of some kind.  I again rejected that idea as the circumstances and my perceptions of the object strongly refuted this.  There is alot of low-flying air traffic in this area.  This is due to the nearby Air Force base and small commercial airport that share runways.  Mostly they are rather large commercial and military planes with a few small, private planes and jet fighters.  However, the vast majority of the air traffic are large planes.  The Air Force base is part of the Strategic Air Command. The only other information that I can provide is that, by my estimation, the object covered 30-40 degrees across my line of sight.  The object appeared very suddenly and had disappeared just as quickly.  This reminded me of something flying low and only visible by ambient light from the ground.  The object moved in a very straight trajectory.  This is the best and most accurate description that I can provide of the events and observations on that occasion.  I do not completely rule out any possible explanation to what I saw that night.  I can say that, whatever I had witnessed, I am perplexed and had never seen anyhting similar."
19981005,19981005,"Newhall, CA",sphere,3-4 seconds,"Luminous, green, round sphere of light moved across sky from S to WSWObject appeared to the South at 30 Degrees above the horizon, moved in a slightly downward curved line across SW quadrant and abruptly disappeared beyond the 3,500 ft MSL Oat Mt., 4 miles to the West just slightly above the visable mountain skyline.  The object moved at constant speed and looked like a round glowing sphere, green in color with no distinguishing marks. The color was light green and looked similar to the bio-luminescent green light sticks the kids use on Halloween.  The diameter appeared abount ten times Jupiter and brigter than the Moon. The Moon was full, due South, close to Zenith with Jupiter just to the West, sky was very clear. Just before disappearing (.5 sec) a second smaller sphere appeared just in front of the larger sphere. It traveled at the same speed, with the same glowing green light at about one fifth the size.  The objects moved much faster than any jet or prop plane, but slower than meteors. There was a slight hint of a tail but I&apos;m not sure if that was just my eye&apos;s retina persistance. I have worked as an engineer in the aerospace industry for 25 years. I have extensive knowledge and experiance in Astronomy, Optics, Electronics and Astro-Physics having designed Earth, Moon, and Sun sensors, star trackers and Star Magnitude Photon Detectors for use on communication and spy satellites.  I regularly observe and am familiar with the local flight patterns around Burbank airport to the SE and Van Nuys to the S.  There were at least 3 planes to the S and W. I have 20/10 vision and no color blindness. I have seen a few large meteors (comparable to the above object) that appeared to have some visable diameter but they usually have a tail with visable fragments that persist for up to several seconds.  I have never seen a green one.  Maybe burning copper?  I was the only witness and was observing from my house at N34 23.400&apos;  W118 29.350&apos;  1200 ft AMSL"
19980923,19980924,"Scottsdale, AZ",fireball,1.5-2 Seconds,"Good day: This evening at approximately 9:00pm in Scottsdale Arizona I was driving eastbound on Sheer Blvd. at 110th street, my attention was diverted to the sky at about a 40 degree angle vertically and 30 degrees horizontally.  What I saw was what appeared to me as a shooting star, the object resembled a shot from a roman candle that was what I judge as about 10 times that in diameter.  It appeared at the area that I described and traveled at a high rate of speed in a strait line towards the horizon and appeared to be traveling in a descending northwesterly direction.  This lasted about 1.5 seconds and the object disappeared at about 10 degrees above the horizon.  The object did appear to have a slight bluish or greenish tint and was quite bright.  The tail seemed to have the same property of a comet as best as I can describe. The object though appeared to be at a great distance from my location, but still appeared proportionaly large from my perspective. I thought this interesting, mentioned it to my girlfriend who was riding with me.  She had not observed it.  I thought nothing more of this until listening to The Art Bell show this morning at 3 am, and heard the reports from Seattle from Mr. Peter Davenport. I felt compelled to report this in some manner. Observer is a 32 year old profesional non-drinking single male"
19981029,19981106,"Grand Rapids (North of), MI",fireball,1 minute,"A green fireball with a long &quot;tail&quot; moving rapidly and turning the landscape greenMy 34-year-old brother, and Air Force vet, was driving home at 3:30AM from work, North on US 131, when all around the area appeared to turn green.  He saw a green glowing object like a fireball with a long &quot;tail&quot; moving rapidly west to east across the sky.  In less than a minute it disappeared behind a small cloud but never reappeared.  Please see the report for 11/2 also.  He said it was like a comet, but too bright and too low to the ground. There was no sound."
19770901,19980916,"Middletown, PA",disk,5 mins,"Adamski type craft visible for 5 mins 500&apos; above Swatara Creek. Portholes, red light, ion-blue glow on bottom. Craft accellerated into beam of rainbow colored light after interceptor jets from Olmstead Airbase gave chase.On our way home from work, we passed under PA turnpike on Middletown Rd heading south. I saw a red light on an object in sky on left (east) side approx 15 degrees elevation. I am a private pilot, so I knew the object was not a plane or helicopter. To get a better view, thinking it might be a saucer, I pulled the car over and shut off the engine and lights. I rolled down the window and observed a saucer shaped craft. Once I knew what it was, I got out of the car to get better view of object. The saucer hovered motionless above the trees and over the Swatara Creek. The saucer had cupola on top. There were portholes emitting a bright yellowish glow that bathed the top of the saucer. The bottom of saucer had an ion-blue glow.  I observed solid red light (no other lights) on top - very bright, casting a red glow over top of cupola. I looked for silhouettes in windows but observed none. Craft was as big as thumb held at arms length, maybe 1/2 mile distant.  Est size of the saucer was 30&apos; in dia. Sky was overcast. Clg was 1500&apos; or more. Visibility was two miles or better.  Temperature was approximately 55 degrees.  I remember it was damp.  The sun had set and the sky was almost dark. The saucer was positioned 1/4 mile from my residence. I was a little scared but elated, too, because I knew that this was a really rare event.  I wondered what would happen if I waved.  Would it move?  So, I mustered my courage and waved at the saucer and sent a mental message out, &quot;Peace be with you!&quot; but there was no response. My wife said she was too cold and told me to shut car door.  I asked her if she would get out and look at the saucer. She didn&apos;t believe me and said it was just a helicopter. While we argued about that, I heard a roar of jet engines/afterburners from Olmstead AFB across the Susquehana River. When I heard the sound, I saw the saucer dart from my 10 o&apos;clock to 11 o&apos;clock instantly. There was a yellow flicker in the sky from the west as the jets got closer. After two seconds, the saucer darted back to the same position it was in before, only 250&apos; higher. I thought, is it trying to triangulate the position of the jets or get out of their radar beam? Then, the flickering in the clouds and the afterburner noise got very loud. The west side of my sky started to turn yellow, they were so close above the town of Middletown. The saucer had had enough. It shot up at a 70 deg. angle instantly, leaving a rainbow colored trail behind as it went up through the sky.  The jet&apos;s never descended below the clouds, but turned upwards to chase futily after the saucer.  In a minute, the light and sound had faded. I stood for a few minutes, waiting to see if they would return, but they didn&apos;t. I got back in the car with my wife and drove home.  I decided not to report this incident because I knew that the military was involved in a cover-up and feared reprisal and did not want my life interfered with at that time by the government. Years later, I saw the pictures that George Adamski took of his saucer. That was the same saucer I saw. How could what he saw be a fake if what I saw was as real as the car I was driving home in? The chasing of the craft by the AF jets validated my experience for me.  There were no reports in the local papers anytime thereafter. It would be interesting to try to use FOI Act to obtain information from any records kept by the AF from Olmstead AFB during that time period to see if there were any evening chases of an &apos;unknown.&apos;  I do not, unfortunately, remember the exact date of the event, except that it was a week-day because we were coming home from work. The location of the sighting was a few miles from Three Mile Island.  The famous TMI reactor meltdown occurred there the following year.  Was this a coincidence? I think not. In the last 22 years, I have not seen another UFO. Feel free to contact me if you have any additional questions."
19790715,19981019,"Ranger, WV",triangle,15 minutes,"Late night summer of 1979.  Three triangle shaped craft.We were playing outside in the summer of 1979.  There were four of us ranging in ages of 7 to 12.  It was about 9:30pm.  We saw 3, totally silent triangular shaped craft either hovering or moving too slowly to have been any kind of conventional aircraft. One was very low in the sky.  It seemed to be lower than the tree tops.  It was probably at least 50 feet across.  One was illuminated by the moon and had a rounded or bull-nosed edge.  Metallic to dark silver-the color of hemotite.  the other 2 craft seemed higher up, not smaller, just fur- ther away. They moved from east to west very slowly. My brother shined a flashlight up at one, that&apos;s how low it was.  Each craft had bright white lights on each corner and a reddish orange one in the center, that appeared to be flashing.  The sighting lasted for approximately 15 minutes.  We were children at the time so we were not taken ser- iously by our parents and never revealed this to anyone else...until now."
19981116,19981117,"Drumright, OK",fireball,.5 sec,"white fireball w/blue tail going streight down. lit up the sky and trees. the fireball was 1/32 the size of full moon. the tail was 4x the full moon, and was electric blue color and very bright blue and very bright.I was going to work northbound on 151 across lake Keystone at 511 am  on 11/16/98 sw of Tulsa Ok.  when I saw a bright whight fireball at aprox. 075 deg. going almost streight down. The fireblall was about 1/32 the size the size of a full moon and it It lit up the sky like a lightning storm could,  I could see the ground and leaves on trees.  the tail would be about four times the dia. of a full moon and blue in color.   My friend in the pass. seat also noticed it.  The next morning I saw 14 meteors and nothing looked like the bright one with the blue tail.  ((deleted))@aol.com"
19981023,19981024,"Alexandria, LA",fireball,60sec,"greenish white fireball ascending across clear night sky fromeast to west following an irregular flight path and chg&apos;s in speed.when object reached low point of ascent it seemed to level off and follow hyway us 165 ,trees blocked sight of the object at this point.it appeared to leave a solid trail of flames as if of a gaseous nature. there was no lingering exhaust/smoke trail etc.the object was making no discernible sound and did not appear to have any mechanical structures.same as summary, it was a very brief incident lasting no longer than a minute, if that long."
19981124,19981126,"Calhoun, GA",unknown,30-45 sec.,"Could not see the entire shape because of cloud cover.but rear was straight.There were no lights,no sound,but I could see underneath clearly, because of city lights. The craft had two square objects visible in each corner, with connecting tubes or pipes.MotionlessI observed the object walking between building on company property where I work, I had raised a production tag up above my head to see the machine number in the security lights, because it was still dark, &quot;5:00 am&quot;. I would have never have known it was there if I hadn`t looked up, it  made absolutly no sound ,with no lights but the city lights must have made the bottom visible because it was very clear. I never was able to see the front of the craft because of the cloud cover, which was coming from the south, or the left side because of the building walls which are about 20 or 25 feet tall,therefore I cannot say how large it actually was,slowly moving or motionless."
19980904,19980904,"Blue River, OR",cylinder,3-4 minutes,"While outside watching the skies I observed what at first I believed to have been a satellite travelling in a northwestern direction. I then saw that the object had two lights. I retreived my binoculars. The two lights were at the ends of a cylinder. I watched the object until my view was obstructed by trees.At 20:45 (PST) on 04-September-1998 I observed an object in the sky travelling in a northwestern direction. At first I believed the object was a satellite. As I watched the object I noticed that it had two lights and not one. I quickly obtained my binoculars so that I could observe the object more clearly. Upon doing so, I noticed that the two lights were at the ends of a cylinder-shaped object. It was difficult to make any other details of the craft out as the magnification of my binoculars are not that high. The lights on the object were about the color of a star and did not blink as you would find with aviation lights. I observed the object flying in a straight line with no sound. the object appeared to be travelling at a slow pace then seemed to gain in speed. I watched the object until my view was obstructed by trees in the area. It is difficult to say what color the cylinder was, it appeared almost transparent, yet it appeared solid. This is not the first time I have had a sighting in this area, to date this is my fourth."
19870612,19980701,"Calgary (Canada), AB",other,2 week period roughly the,"A sighting of 2 types of craft over a two week period.I awoke on the first night around 2:00am, I looked out my window on the warm evening and observed two objects in the sky that seemed to hover and did not move like planes.  They circled each other a few times.  After a while I became very tired and had to go to bed. The next night I set my alarm on purpose to see if they came back, and was not disappointed, I observed 3 objects this time, 2 boomerang and one oval I was prepared this time with binoculars and a stand made out of LEGO to support it.  I watched the objects through an open windoe (without a screen)  Over the rest of the 2 weeks I observed the objects about 10 out of the 14 days.  I observed a pattern that seemed to support the idea that they were looking for something.  The area they were located in was beside a cliff that led to the Bow River, just down from a church.  Some of the things I was able to observe between the objects was a sort of &quot;static electricity&quot; bolts as the objects came close together.  The oval objects had a brighter band around the middle.  Most curious was that the objects seemed to remain the same sort of yellowish colour, sort of like reflection off the city lights."
19980907,19980914,"Fallon, NV",light,3 min,"There were 4 this time , My neighbors ran over to my house beating on the door , I ran outside and everyone was pointing up.They were moving at a high rate , from west to east , till out of sight . aprox.3 min .In this formation    (  .  :  . )  and then split off to a row of 4 , then two disapered , then only 1 could be seen .It was over as fast as it began . Wish I had my camcorder handy for this sighting , especially since we had a group sighting ."
19980718,19980719,"Longmont, CO",triangle,3 to 5 minutes,"Traingle craft about 60+ feet in diameter was sighted flying west of Longmont CO.Large dark triangle craft spotted. On 7-18-98 at  about 10:02 PM Mountain Time (04:02 Universal Time) as my family and I drove west away from the Wal-Mart store in Longmont Colorado we spotted a craft flying from the southwest of our area and moving northward across our field of view.  It was moving slowing and in a slightly jerky manner and this caught my attention.  It seemed to have a great many red pulsating lights with some white lights in the central area.  At the time I wondered if it were a helicopter.  It descended toward the Longmont Airport, but it did not follow the usual flight path and was actually going down toward the farm fields just south of the airport.   We lost sight of it behind trees as we drove and I forgot about it.  About 5 minutes later (about 10:07 PM) we were driving north toward the west end of the airport when we spotted a craft that looked like the first one.  We assumed it was the same one.  The craft looked like a very large plane ascending from the west end of the airport.  It was moving slowly and was large enough that as it crossed the road ahead of us the lights on the front passed over the farm fence west of the road as the rear lights were still well toward the east of the road.  The length appeared to be 50 to 60 feet.  As we drove up toward this seen we assumed that this was merely a very large plane.  The airport normally handles small twin engine and single engine aircraft.  Thus, we eyed the craft as it slowly flew over the road about 50 feet above the ground. I commented that it was lit funny because it seemed to be box shaped in that the rear had at least two red lights one above the other, and the front of the craft had two or more red lights in a vertical column.  In the middle area were other red lights and some white.  All four of the four people in the car continued to stare at the craft  on the West side of the Airport as the car was greatly slowed.  The craft ascended slowly toward the west to about 120 feet above the ground and about 1300 feet west of the road.  Then it appeared to stop! and hover.  At no time did the lights change direction and the craft at no time banked or turned around.  Because the lights did not change their orientation we continued to assume that the craft was still going west even though the craft was now growing larger.  Suddenly we realized it was headed back towards us, it having never executed a turn, and it was ascending as it moved back toward the airport in a slight northeast direction.  It came very near the rear of our car (from 160 to 200 feet).  No airplane motor noise was heard - at other times we have heard the engines of smaller craft passing over the road.  It passed over the road at about 170 feet above the ground.  As it neared the road three people in the car saw that the craft was shaped like a triangle with three equal sides.  The leading point was facing the northeast in the direction of its movement.  Many new lights were seen on its bottom hull.  Along each of the two side angles there ran long tube like lights, like neon tubes, that were a yellowish-white.  These tubes curved inward near the west end of the craft and came to sharp points. Just east of each was a large round red light and toward the west two more red lights.  Near the apex of the triangle, the east tip, was a large round recessed hole in which was a bright light-blue light.  While the red lights had been pulsating earlier as the craft was moving west, now all the lights were continually on with no blinking or pulsation.  The lights provided enough illumination to allow the viewers to see that the craft had a dark triangle hull.  We quickly tried to pull over onto another side road to we could get out.  We saw the craft move silently toward the middle section of the airport area, just north of the runway at about 350 feet above the ground.  Then the craft changed course and moved northward until it was hidden by trees near us.  We drove to another location where we could see the surrounding area but the craft was no where in sight.  AT this point it was about 10:12 PM Mountai! n Time. It appears that as the craft lifted off from the airport grounds toward the west it was moving with the flat side of the triangle toward the direction of its movement.  It then stopped and hovered a moment as it lifted the east tip of the triangle and reversed course in a slight climb back over the airport grounds."
19981019,19981019,"Vancouver, WA",light,3-5 seconds,"I saw a green phosphorous light in the sky west from Vancouver Washington, and a bit to the south, appearing to drop with a very slight northwestern angle.I was enjoying some raccoon company from the hot tub. The direction I was facing is southwest.  A very bright phosphorous green light attracted my attention as it appeared in the sky southwest of Vancouver, WA and came down to earth quickly in what I think was a northwest direction.  The light had a slight northern slant (almost vertical) to it and was visible for three to five seconds.I am not sure whether it just abruptly left my area of vision or whether the treetops obscured my view. The light was a very bright phosphorous green. I don&apos;t believe that it was a meteor because of its slow speed. My immediate thought was fireworks but it was too large and didn&apos;t go UP in my field of vision because I would have seen that, too.`"
19960615,19981202,"Millbury, MA",light,a minute or two,"We had just finished playing hide and go seek, my neighbors and I.  We were sitting on the driveway in the dark.  We looked up to see a light in the sky, about the size that a plane looks in the sky at night.  It had no blinking lights and moved too slowly to be a plane.  We watched it for a minute and then it flashed and was gone.  It we heard no noise from the craft through the whole sighting.  We kind of got freaked out and ran inside the house.We had just finished playing hide and go seek, my neighbors and I. We were sitting on the driveway in the dark. We looked up to see a light in the sky, about the size that a plane looks in the sky at night. It had no blinking lights and moved too slowly to be a plane. We watched it for a minute and then it flashed and was gone. It we heard no noise from the craft through the whole sighting. We kind of got freaked out and ran inside the house.((NUFORC Note:  Date is approximate.  We have assigned a date in mid-June so that the report sort to the summer of 1996.  PD))"
